text,score
"त्रिशूल,त्रिशिख,त्रिशीर्षक,पिनाक",0
ट्रिगर,0
"तिपाई,त्रिपादिका",0
"करनी,कन्नी,करणी",0
"सुरंग,अधोमार्ग,टनल,टनेल,बोगदा",0
"टरबाइन,टरबाईन,टरबाइन_मशीन,टरबाईन_मशीन",-1
"बुर्ज,बुर्ज़",0
"टंकण-यंत्र,टाइपराइटर,टाइप-राइटर",0
अतिसूक्ष्मदर्शी,0
"छतरी,छोटा_छाता",0
"वरदी,वर्दी,परिच्छद,यूनिफार्म,गणवेश",-1
"ऊपरी_बर्थ,ऊपरी_सीट",0
"मूत्रालय,पेशाबखाना,पेशाब_घर",0
"घड़ा,घट,कलश,कलशा,कलसा,घैला",0
"खेल,खेल-कूद,क्रीड़ा,खिलवाड़,खेलवाड़",-1
परिवर्तित_रूप,0
"वार्निश,लुक",0
"फूलदान,गुलदान",0
वैसलिन,0
"आगमन,आना,आवक",0
"सवारी_गाड़ी,सवारी",0
"मखमली,मख़मली",0
"वायलिन,बेला",0
"बालीबाल,वालीबाल,वौलीबाल,वॉलीबॉल",0
"छड़ी,दंडिका,लकुट",0
"असुविधा,कठिनाई,दिक्क़त,दिक्कत,परेशानी,मुश्किल",-1
"असुविधा,कठिनाई,दिक्क़त,दिक्कत,परेशानी,मुश्किल",-1
"असुविधा,कठिनाई,दिक्क़त,दिक्कत,परेशानी,मुश्किल",-1
"बटुआ,बटुवा,पर्स",0
"गेंद,बाल,बॉल",0
"चौकसी_मीनार,निरीक्षण_मीनार,पर्यवेक्षण_मीनार,चौकसी_धरहरा,निरीक्षण_धरहरा,पर्यवेक्षण_धरहरा",0
अनुवा,0
मीटर,0
पनचक्की,0
बरसाती,-1
"ठाट,टट्टर,टट्टी,टाटर,ठटरी,ठाठ,ठाटर,ठाठर",1
"मार्ग,रास्ता",0
"धर्मकाँटा,धरमकाँटा",0
"बावज़ूद,बावजूद,बाद_भी",0
"बावज़ूद,बावजूद,बाद_भी",0
"बावज़ूद,बावजूद,बाद_भी",0
"चक्र,चक्का",0
"चक्र,चक्का",0
"पथरी,सिल्ली,कुरंड_पत्थर",0
"चाबुक,कोड़ा,हंटर,साँटा,चुटक",-1
सीटी,0
"सफ़ेदा,सफेदा",0
"सफ़ेदी,सफेदी",0
विकेट,0
"कुलबुलाहट,खलबल",-1
"कूक,चाबी",0
"सुषिर_वाद्य,सुषिर,शुषिर,शुषिर_वाद्य,ओष्ठ_वाद्य,फूँक_वाद्य,फूँकवाद्य,मुख_वाद्य,श्वास_वाद्य,सौषिर",1
खिड़की,0
खिड़की,0
"तार,तंत्री,तंतु,तन्तु,तन्त्री,तंत",1
"कटघरा,कटहरा,कठघरा",0
"जंगली,वन्यतापूर्ण",-1
"ढीठ,गुस्ताख़,सरचढ़ा,धृष्ट,गुस्ताख",-1
"नवीकृत,नवीनीकृत",1
धनी,1
"निर्धन,ग़रीब,गरीब,दरिद्र,दीन,धनहीन,छुद्र,क्षुद्र,कंगाल,असमृद्ध,असंपन्न,धनधान्यहीन,विपन्न,दीनहीन,बेचारा,मुफ़लिस,मुफलिस,आजिज़,आजिज,अकिंचन,अनाढ्य,असम्पन्न,रंक,तंगहाल,अनिभ्य,तंगदस्त,विधन,बपुरा,बापुरा,मिसकिन,मिस्किन,मिसकीन,बेकस",-1
धनी,1
"साधनहीन,साधनविहीन",0
"अज्ञात,अनजान,अनजाना,अविदित,अनवगत,अपरिचित,अपरिगत,अनधिगत,अनभिज्ञ,अज्ञ,गुमनाम,अजन,अजान,अजाना,बेख़बर,बेखबर,नावाक़िफ़,अनागत,अप्रपन्न",-1
"कार्यशाला,वर्कशाप,वर्कशॉप",0
"जेराक्स,छायाप्रति,छाया-प्रति,ज़ेराक्स,जिराक्स,जीराक्स,ज़िराक्स,जेरॉक्स,जिरॉक्स,ज़ेरॉक्स,ज़िरॉक्स,जेराक्स-कॉपी,ज़ेराक्स-कॉपी,जिराक्स-कॉपी,जीराक्स-कॉपी,ज़िराक्स-कॉपी,जेरॉक्स-कॉपी,जिरॉक्स-कॉपी,ज़ेरॉक्स-कॉपी,ज़िरॉक्स-कॉपी",0
"जुआ,जूआ,जुआठ,जुआठा,युग,जूड़,माची",1
"राशिचक्र,राशि-चक्र,ज्योतिष्चक्र,राशि_मंडल,ज्योतिष-चक्र,राशिचक्र,राशिमण्डल,ज्योतिषचक्र",1
व्यक्तित्व,0
"मानसिक_अवस्था,मनोदशा,मानसिकता,मनःस्थिति,मूड,मनो_अवस्था,मनोवस्था",0
"रुखाई,रूखापन,रुक्षता,रुक्षत्व,रुखावट,रुखाहट,अनरस",-1
"आलस्य,सुस्ती,आलस,अपाटव",-1
"इच्छाहीनता,अनाकांक्षा,अनिच्छा,अस्पृहा,अकामता,अनभिलाषिता,अनीहा,निस्पृहता",-1
सौहार्द्र,1
"लापरवाही,असावधानी,सावधानीहीनता,अचेतपना,चित्तविक्षेप,बेपरवाही,अलगरजी,ग़फ़लत,गफलत,अनवधान,अनवधानता,अनाचिती",-1
"पौरुष,पुरुषार्थ",0
"जिम्मेदारी,जिम्मेवारी,जिम्मावारी,जिम्मादारी,जिम्मा,ठीका,ठेका,गारंटी,उत्तरदायित्व,दायित्व,जवाबदेही,भार,बोझ",-1
"अचिंता,अचिन्ता,निश्चिंतता,निश्चिन्तता,निश्चिंतई,बेफ़िक्री,बेफ़िक़्री,बेफिक्री,बेफिकरी",-1
"दिखाना,दिखलाना",-1
"प्रभाव,असर,छाप,रङ्ग,तासीर,अनुभाव",1
तिल,0
"आकर्षण,खिंचाव,अनुकर्षण,अनुकर्ष,लस,अपाहरण",0
"कुरूपता,बदसूरती,अपाटव",-1
"विकार,विकृति,बिगाड़,अपभ्रंश,कसर",-1
"अणु,मॉलिक्यूल",0
"सादगी,सादापन",-1
क्रिकेट,0
"पोलो,पोलों",0
"फुटबाल,फ़ुटबाल",0
बैडमिंटन,0
"दिवालिया,दीवालिया,दामासाह",-1
"दोहत्था,दुहत्था",0
सव्यसाची,1
"दायाँ,दाँयांॅ,दाहिना,अपसव्य",1
"बाएँ,बाएँ_बाज़ू,बायें",0
"सींगदार,विषाणी,शृंगयुक्त,शृंगी,सींगी",-1
"बेसिंगा,बेसिंघा,सींगहीन,मुंडा,शृंगहीन,विशृंग",0
"गोल,वृत्ताकार,गोलाकार,चक्राकार,वर्तुलाकार,वर्तुल,मंडलाकार,चंद्राकार,चन्द्राकार",1
"भुगतान_कृत,अदा,चुकाया_हुआ,चुकता",1
"आँख_मिचौली,आँख-मिचौली,आँखमिचौली,लुकाछिपी,आँख_मिचौनी,चोरमिहीचनी,चोर-मिहीचनी,चोर_मिहीचनी,आइस_पाइस,आइस-पाइस,चोरमिहीचिनी,चोर-मिहीचिनी,मिचौनी,मिचौली,चोर_मिहीचिनी",0
ताश,0
"मोरचा,मोर्चा",0
रमी,0
आयताकार,0
"पवित्र,पावन,पुण्य,शुद्ध,पाक,पाकीजा,पाकीज़ा",1
"धार्मिक,मजहबी,मज़हबी",0
"प्रेरणादायक,प्रेरणात्मक,प्रेरणास्पद,प्रेरणाजन्य",1
धर्मनिरपेक्ष,-1
"सकुशल,कुशलतापूर्वक,कुशलपूर्वक,सही_सलामत,सही-सलामत,बख़ैर,बखैर,बख़ैरीय,बखैरीयत,सुरक्षिततः",1
"बिलियर्ड,बिल्यर्ड",0
"पूल,पाकेट_बिलियर्ड्स,पॉकेट_बिलियर्ड्स",0
"अवतरण,उतरना",0
"शर्त,बाज़ी,बाजी,दाँव,होड़,दांव",0
"कोठरी,खोली,कोष्ठ",0
"समारोह,उत्सव",1
हुड़दंग,0
आत्मघाती,-1
"अस्वीकृत,नामंजूर,नामंज़ूर,सहमतिहीन,सहमति_अप्राप्त",-1
"पददलित,पदाक्रांत,दलित",0
"डुप्लीकेट,समरूप",0
"विपरीत,उलटा,उल्टा,विरुद्ध,अन्यथा",1
"अनेक,कई,विविध,नाना,एकाधिक,कतिपय,अनेकानेक,तमाम,अनेग",0
"कुरबान,बलिदान,कुर्बान,क़ुरबान,क़ुर्बान,निछावर,न्योछावर,न्यौछावर,फिदा,फ़िदा",1
"और,अन्य",0
"विपरीत,उलटा,उल्टा,विरुद्ध,अन्यथा",1
"हँसी-मज़ाक़,हँसी-मजाक,हँसी_मज़ाक़,हँसी_मजाक,खिलवाड़,खेलवाड़,दिल्लगी,ठिठोली,ठट्ठा,हास्य-परिहास,हास-परिहास,विनोद,कौतुक,हँसी,परिहास,चुहल,प्रहसन,मज़ाक,मजाक,हास्य,विनोदोक्ति,अभिहास",0
"धमा-चौकड़ी,धमाचौकड़ी,उछल-कूद,उछलकूद,कूद-फाँद,कूदफाँद",0
"प्रतिपादन,प्रतिपत्ति,वाच्य",0
बैले,0
"अग्रभाग,अग्र_भाग,अगला_भाग,अगाड़ी,आगा,अगाड़ू,अगारी",0
"असंतोषजनक,असंतोषप्रद",0
"विद्वतापूर्ण,पांडित्यपूर्ण",0
"अवैज्ञानिक,विज्ञान_विरूद्ध",0
"भगदड़,भागमभाग,भागाभाग",0
अग्रसर,0
"गुप्ततः,गुपचुप_रूप_से,चोरी_छिपे",0
"वाद्ययंत्र,वाद्य_यंत्र,बाजा,वाद्य,साज़,साज,वादित्र",1
लोरी,-1
"अभिनय,अभिनीति",0
असांप्रदायिक,-1
"अगला,दूसरा",0
"निश्चित,निर्धारित,नियत,ठीक,निर्दिष्ट",0
"स्वार्थपरता,खुदगरजी,ख़ुदगरजी",-1
"निस्वार्थ,निःस्वार्थ",0
वरिष्ठ,1
"वयस्क,बालिग,सयाना,स्याना,अपोगंड,बालिग़",-1
"धक्कमधक्का,धक्कम-धक्का,धक्का-धुक्की,धक्काधुक्की,ठेलाठेली,ठेला-ठेली,ठेलमठेल,पेलापेली,पेला-पेली,पेलमपेल",0
"पलायन,अपगमन,अपगम,अपयान,अप्यय",1
"संवेदनशील,कोमलमनस्क",-1
"वाक्य,जुमला",1
प्रसारित,0
संक्रमित,-1
"सुगम्य,सुगम",1
"काम_करना,कार्य_करना,करना",0
शौकिया,-1
सुविधा,0
"लोकसेवा,जनसेवा",0
शौकिया,-1
सेवा,0
"विपरीत,उलटा,उल्टा,विरुद्ध,विलोम,प्रतीप,अपसव्य",-1
"चयनित,चयन_कृत,चयित,चुना,चुनिंदा,चुनिन्दा,वरित",0
"निर्वाचित,चुना_हुआ",0
"अचयनित,अचयित",0
"काम_चलाऊ,काम-चलाऊ",0
अनावासिक,0
"निर्णीत,निर्णित,निपटा_हुआ,तय,तयशुदा",-1
"प्रतिगामी,पश्चगामी,पश्चगंता",0
"डाँवाडोल,डाँवाँडोल",1
"प्रवासी,प्रोषित,आप्रवासी,अप्रवासी",-1
"घुमक्कड़,घुमंतू,घुमन्तू,पर्यटनप्रिय,यायावर,जहाँगर्द,घूमनेवाला,रमता,भ्रमणशील,भ्रमणीय,अतिचारी,अध्वगामी,ग़श्ती,गश्ती,घुमना",0
प्रवासी,0
"निर्णीत,निर्णित,निपटा_हुआ,तय,तयशुदा",-1
"नखरेबाज,चोचलेबाज,चोंचलेबाज,नखरेबाज़,चोचलेबाज़,चोंचलेबाज़,नखरीला,नख़रेबाज़,नाज़दार,नाजदार",-1
"लोकसेवा,जनसेवा",0
"अध्यक्षता,अध्यक्षत्व",1
"मुंशीगीरी,मुनीमगीरी,मुनीबगीरी",0
"सुडौल,सुगठित,सुघढ़,सुघर",1
फिसड्डी,0
"कुडौल,कुगठित,बेडौल,बेढंगा,बेढब,अनगढ़,अनघढ़,अपरूप",-1
"नलसाजी,नलसज़ी",0
"कुम्हारी,कुंभकारी,कुम्भकारी,कुलाली,कुंभारी,कुम्भारी,कुम्हारगिरी",0
"शिक्षा,तालीम",1
पत्रकारिता,0
"राजनीति,राजनय",1
"डाक्टरी,चिकित्सा",1
"हस्तलेख,हस्तलिपि",0
"छवाई,छाजन",0
"शिकार,आखेट,मृगया,अहेर,अहेड़,अखेट,अभिधावन",0
"दृष्टियुक्त,दृष्टिवंत,दृष्टिवान,डिठियार,डिठियारा,डिठार",-1
"अंधा,अन्धा,दृष्टिहीन,नेत्रहीन,अंध,अन्ध,अँधला,अक्षहीन,अचक्षु,अनयन,चक्षुहीन,सूरदास",-1
"वर्णांध,वर्णांधता_से_पीड़ित",-1
"हस्ताक्षरित,दस्तख़ती,दस्तखती",0
"अहस्ताक्षरित,बग़ैरदस्तख़ती",0
"विचारणीय,विचार्य,चिंतनीय,चिंत्य,अनुशीलनीय",1
"योग,जोग",0
उदात्तीकरण,0
"परीक्षा,परख,आज़माइश,अजमाइश,आजमाइश,जाँच,जांच,कसौटी",1
"अनुसंधान,शोध,गवेषणा,अनुसन्धान,अन्वीक्षण,अन्वेषण,अन्वेषणा",1
"अवलोकन,अवेक्षण,दृष्टिपात",1
"कठिन,दुरुह,बारीक़,बारीक,सूक्ष्म,अबोधगम्य",1
"यौगिक_पदार्थ,यौगिक",0
मुँह-देखा,-1
"विश्लेषण,अधिगमन",0
प्रदूषण,0
"हानि,घाटा,नुक़सान,नुकसान,हरज़ा,हरजा,हर्ज़ा,हर्जा,क्षति,टोटा,मरायल,अपह्रास",-1
"मालिश,अंग_मर्दन,अंग_मलाई,अंग_सम्मर्दन",0
"काय-चिकित्सा,कायचिकित्सा",-1
"पोषण,परिपोषण,संपोषण,सम्पोषण",0
"सेवा-शुश्रूषा,शुश्रूषा,तीमारदारी",1
"सोलह,षोडश",0
"उन्नीस,उनीस",0
"तेईस,तेइस",0
"तैंतीस,तैतीस",0
"इकतालीस,एकतालिस,इकचालीस,एकचालीस",0
"छियालीस,छियालिस",0
"सैंतालीस,सैंतालिस",0
"उनचास,उनञ्चास",0
"इकहत्तर,एकहत्तर",0
पचहत्तर,0
छिहत्तर,0
"परतदार,स्तरयुक्त,स्तरित",0
"चौरानबे,चौरानवे",0
"पंचानबे,पंचानवे,पनचानबे,पनचानवे",0
"प्रथम,पहला,औवल,औव्वल,अव्वल,पहिला,अगला",0
"दूसरा,द्वितीय",0
"पाँचवाँ,पंचम",0
"छटवाँ,छठाँ,छठा,षष्टम",0
"आठवाँ,अष्टम",0
"उन्नीसवाँ,उनीसवाँ",0
"तेईसवाँ,तेइसवाँ",0
"पचीसवाँ,पच्चीसवाँ",0
छब्बीसवाँ,0
"सताईसवाँ,सत्ताईसवाँ",0
"अठाईसवाँ,अट्ठाईसवाँ,अठाइसवाँ,अट्ठाइसवाँ",0
उनतीसवाँ,0
"इकतीसवाँ,एकतीसवाँ",0
"चौंतिसवाँ,चौंतीसवाँ,चौतीसवाँ,चौतिसवाँ",0
अड़तीसवाँ,0
"उनतालीसवाँ,उनचालीसवाँ",0
"इकतालीसवाँ,एकतालिसवाँ,इकचालीसवाँ,एकचालीसवाँ",0
"तैंतालीसवाँ,तैतालीसवाँ,तिरालीसवाँ",0
"वंध्यकरण,बंध्यकरण",0
"एनिमा,वस्तिकर्म,अनिमा",-1
"सैंतालिसवाँ,सैंतालीसवाँ",0
"अड़तालिसवाँ,अड़तालीसवाँ",0
उनचासवाँ,0
पचासवाँ,0
पचपनवाँ,0
साठवाँ,0
"पैंसठवाँ,पैसठवाँ",0
सत्तरवाँ,0
पचहत्तरवाँ,0
अस्सीवाँ,0
"मुंडा,केशहीन",0
"अलिपिबद्ध,अलिखित",-1
"छहगुना,छौगुना,छःगुना",0
"नौगुना,नवगुना",0
"जीवाणुनाशन,विसंक्रमण",0
एलोपैथी,0
होमियोपैथी,0
"हस्त_शिल्प,कारीगरी,दस्तकारी,शिल्पकारी,हस्तकला",1
"प्रवीण,निपुण,पारंगत,दक्ष,माहिर,अभ्यस्त,क़ाबिल,कुशल,होशियार,पक्का,सिद्धहस्त,पटु,निष्णात,परिपक्व,कार्यकुशल,विचक्षण,अभिज्ञ",1
"अनाड़ी,अप्रवीण,अकुशल,अदक्ष,अनिपुण,अधकचरा,अनाप्त,अनारी,अनैपुण,अपटु,अपाटव,अपात्र",-1
"कलाहीनता,अकलात्मकता",1
ढीला,-1
"चिकना,चिक्कन,चिक्कण",0
"बंधन,बद्धी,अनुबंध,अनुबन्ध,बन्धन,अनुबन्ध,अलान,आलान",1
"खुरदुरा,खुरदरा,खुरखुरा,कर्कश,रूखा,रुक्ष,रूख",0
"नसबंदी,नसबन्दी",0
"चित्रकला,चित्रकारी",0
"मुलम्मा,पानी,गिलट,कलई",0
"छूट,चूक,ग़फ़लत,गफलत",-1
"सबक,पाठ",0
"बिना,बग़ैर,बगैर",0
असामाजिक,-1
"बिजैला,बीजदार",0
"सीमातिक्रमण,सीमोल्लंघन",0
महापातक,1
"निर्वीज,बीजरहित",0
"जुझारू,डटने_वाला,अपलायनशील,जुझाऊ,जुझार",0
ठोस,1
गैसीय,-1
"पोला,खोखला,थोथा,पोंगा,खाँखर,फफसा",0
"घुलनशील,विलेय",0
अघुलनशील,-1
"असमाधानित,अनसुलझा",-1
"कुछ,चंद,एकाध",0
"दोनों,उभय",0
"अनेक,कई,विविध,नाना,एकाधिक,कतिपय,अनेकानेक,तमाम,अनेग",0
"विचारणीय,विचार्य,चिंतनीय,चिंत्य,अनुशीलनीय",1
"संपूर्ण,पूरा,आद्योपांत,समग्र,अप्रतीक",1
"चारों_ओर,चारों_तरफ़,चहुँ_ओर,सर्वत्र,सभी_तरफ़,चारों_दिशाओं_में,हर_जगह",0
"व्यवहार_कुशल,व्यवहारी,दुनियादार,दुनियाँदार",0
अधिग्रहण,1
महापाप,0
सड़ा,-1
"तेजस्वी,ओजस्वी,तेजवंत,तेजवान,कांतिवान्,कांतिवान,सुर्खरू,सुर्ख़रू",0
"स्वाभाविक,स्वाभावगत",1
"लिखित,लिपिबद्ध,अंकित,लिखा,लिखा_हुआ,मकतूब",0
"हस्तलिखित,हस्तांकित,हस्तान्कित",0
"मुद्रित,छपा_हुआ",0
"टंकित,टाइप_किया_हुआ",0
"घोष,सघोष",0
"घोष,सघोष",0
"अघोष,अल्पध्वनियुक्त",0
"कमाई,धनोपार्जन,उपार्जन,कमाना",1
"उल्लंघन:1,उलंघन:1,अभिलंघन,अभिलङ्घन",-1
राजद्रोह,-1
"अपहरण,अपमर्श,अपहार",-1
"रिश्वतखोरी,रिश्वतख़ोरी,घूसखोरी,घूसख़ोरी,रिश्वतसितानी",0
स्वरित,0
अबाध्य,0
"भड़कीला,भड़कदार,भड़काऊ,चमकीला",0
"हिब्रू,हिबरू",0
"मंचित,खेला_हुआ,अभिमंचित",0
"स्वीकृत,मान्य,मक़बूल,मंज़ूरशुदा",1
"श्वेतसारीय,स्टार्चयुक्त,श्वेतसारयुक्त",0
"तारायुक्त,तारांकित,तारों_भरा,तारकिंत",1
"कुरूप,बदशक्ल,बदसूरत,भद्दा,असुंदर,भदेस,भदेसिल,भोंडा,भौंड़ा,अनगढ़,अनभिरूप,अनरूप,अपाटव,अबंधुर,अबन्धुर",-1
"भरा,भरा_हुआ",0
कुपोषित,-1
"बटमारी,राहज़नी,राहजनी",0
ब्लैकमेल,0
"संघर्ष,जंग,लड़ाई,द्वंद्व,द्वन्द्व",-1
"द्वंद्व_युद्ध,द्वंद्व,द्वन्द्व,मल्ल_युद्ध,परस्पर_युद्ध",-1
अभोजित,0
"टेढ़ा,तिरछा,तिर्यक,आड़ा",0
"घुमावदार,चक्करदार,अटित",0
"सीधा,वक्रहीन,ऋजु,मोड़हीन,अभुग्न",1
"साहसिक_काम,साहसिक_कार्य,साहसिक_कारनामा,साहसी_काम,साहस-कर्म,जोखिम,जोख़िम",-1
"मस्सा,मसा,मशक,माष",-1
"स्वावलंबन,स्वावलम्बन",0
"जुआरी,जुएबाज,जुआबाज़,जुआबाज,जुवारी,जुआड़ी,जुवाड़ी,कितव,अक्षक,द्यूतकर",-1
"खरीदारी,खरीददारी,क्रय",0
अवमूल्यन,0
समन्वय,0
"आधिपत्य,अधिकार,हुकूमत,शासनाधिकार,सत्ता,प्रभुत्व,स्वामित्व,प्रभुता,अधिकारिता,अधिकारित्व,प्रभुसत्ता",1
"धरण,धरन",0
"भंडारण,भण्डारण",0
"उद्देश्यहीनतः,निरुद्देश्य,निरुद्देश्यतः",0
"सीधा,वक्रहीन,ऋजु,मोड़हीन,अभुग्न",1
"कुटिल,अंटीबाज़,अंटीबाज,अनार्जव",0
"पीड़ित,ग्रस्त,ग्रसित,व्यथित,अभिपीड़ित,अभिभूत",-1
"लंबा,लंबोतरा,बड़ा",0
करारा,0
"अड़ियल,अड़बल,अड़ुआ",-1
दब्बू,-1
"अधीन,आधीन",0
"सुरक्षा,हिफ़ाज़त,हिफाजत,संरक्षण",1
"अभिरक्षा,अभिरक्षण,अमीनी",0
प्राकृतिक_संरक्षण,0
"आरक्षण,रिज़र्वेशन",0
"गश्त,ग़श्त",0
"स्वाधीनतः,स्वतंत्र_रूप_से",1
"विजेता,विजयी,अपध्वंसी,अभिजित,गालिब,ग़ालिब",-1
"निष्फल,असफल,विफल,व्यर्थ,निरर्थक,नाकाम,अकृतार्थ,अपरिणामी,परिणामरहित,फलरहित,अफल,अफलित",-1
"ऊँचा,उच्च",1
"उन्नीस,उनीस",0
अत्युत्तम,1
"श्वासोच्छवास,श्वसन-क्रिया,श्वसन_क्रिया,श्वास,साँस,सांस",0
"निश्वास,प्रश्वास,निःश्वास",0
"कश,दम,सुट्टा,चुसकी,फूँक,चुस्की",0
"खान-पान,खान_पान,खानपान,खाना-पीना",0
"दंशन,दंश",-1
"भोजनगृह,भोजन_कक्ष",0
"ज़ब्त,जब्त",0
चराई,0
पिलाई,-1
"उन्नीस,उनीस",0
"समर्थित,अनुमोदित",1
"असहाय,निस्सहाय,बेसहारा,निराश्रित,निराश्रय,अनाश्रित,आश्रयहीन,अपाश्रय,निरवलंब,अवलंबहीन,अवलंबनहीन,निरवलम्ब,अवलम्बहीन,अवलम्बनहीन,बेचारा,बपुरा,बापुरा,अनवस्थित,अनाथ,निरवलम्ब,अनाश्रित,निःसहाय,बेकस",-1
प्रतिक्रिया,0
"लेखा,हिसाब,हिसाब-क़िताब,हिसाब_किताब,लेखा-जोख़ा,लेखा_जोखा",-1
"विभाजन,बँटवारा,भाजन,विखंडन,विखण्डन",1
"घटाना,घटान_कर्म,घटानकर्म,घटान-कर्म,घटाव,घटान,व्यवकलन,तफरीक,तफ़रीक",0
"माफ़,माफ,मुआफ़,क्षमित",1
"नियोजित,ठहराया,ठहराया_हुआ,मुकर्रर,तय",0
"अनियत,अनिश्चित,अनियमित,अनिर्दिष्ट,अध्रुव",-1
"बरफी,बरफ़ी,बरफी,बर्फ़ी,बर्फी,कंद",0
"सूत्र,स्रोत",0
"असंदिग्ध,संदेहहीन,असन्दिग्ध,सन्देहहीन",1
"सर्वोत्तम,सर्वश्रेष्ठ,अन्यतम,सर्वोत्कृष्ट,पुष्कल,सर्वोकृष्ट,अनुत्तम,अनुत्तर",1
"अस्वीकृति,असम्मति,असहमति,नामंजूरी",-1
"आकलन,आधारयुक्त_अंदाज़ा,साधार_अनुमान",0
"दृष्टि,नज़र,नजर,निगाह,तेवर,त्योरी,त्यौरी,चितवन",-1
"नज़र,नजर,कुदृष्टि,बुरी_नज़र,डीठ",1
"जागरण,जागा",1
"श्रवण,श्रुति",0
नाट्यकला,1
"ग्रहण,प्राप्त,आदान,अभिग्रह,अभिग्रहण",1
"अनुशिक्षण,कोचिंग",0
"समकालीन,समकालिक,समसामयिक",0
"प्रधान,अग्रगण्य,प्रमुख,मुख्य,वरिष्ठ,श्रेष्ठ,अगुआ,मुखिया,अग्रणी",1
"पर्यायवाची,पर्याय,पर्यायवाचक,समानार्थी,समानार्थक",0
"तरीक़े_से,तरीके_से,तरतीब_से,क़रीने_से,करीने_से,व्यवस्थापूर्वक,व्यवस्थिततः,क़रीनावार,करीनावार",1
"चुप्पा,घुन्ना,अनालाप",0
"तालिन,तैलिन,टालिन,टैलिन",0
"ठिंगना,छोटा,बौना,नाटा,ठिगना,वामन",0
"वन्य,जंगली,बनैला,आरण्य,साउज",-1
"उलटा-पुलटा,उलटा_पुलटा,उलटा-पलटा,उल्टा-पल्टा,उल्टा-पुल्टा,उल्टा_पुल्टा",0
"अचल,स्थावर,गैरमनकूला",-1
"ड्रिल,ड्रिल_मशीन,ड्रिलिंग_मशीन",0
"अनुकरण,अनुसरण,अनुगमन,नक़ल,नकल,अनुकार,अनुक्रिया,अनुगति,अनुगम,अनुवर्तन,अनुसृति,अनुहरण",1
"रचना,निर्माण,सृजन,सिरजन,निर्मिति,सऋष्टि,निर्मिति",1
कताई,0
"बुनकरी,पटकारी",0
"बुनाई,बिनाई,बुनावट",0
"कड़ुआ,कड़ुवा,कड़वा,कटु,कड़ू",-1
"सूत्र,स्रोत",0
"बरफी,बरफ़ी,बरफी,बर्फ़ी,बर्फी,कंद",0
"करमुक्त,करहीन",1
संयमित,0
बढ़ाना,1
मोटा,0
उत्पादन,0
"कृषि,खेती,किसानी,खेतीबाड़ी,खेती-बारी,गृहस्थी,किसनई",0
"बागवानी,बागबानी,बाग़वानी,बाग़बानी",0
लगाई,0
"बोआई,बोवाई,बुआई,बीजाकरण,बीजारोपण,वपन",0
"पशुपालन,पशु-पालन",-1
"संरचना,रचना,बनावट,गठन,तर्ज,तराश",-1
"रेताई,रिताई",0
"चमारी,चर्मकारी",0
आयोजन,0
"बारीक़ी_से,बारीकी_से,सूक्ष्मतः",1
"झीना,झिरझिरा",0
टूटना,0
लटपटा,1
"अविचारणीय,अचिंतनीय,अविचार्य",-1
"चित्रकला,चित्रकारी",0
"अनुरेखन,ट्रेसिंग",0
"आविष्कार,ईज़ाद,ईजाद",1
"नक्काशी,नक्क़ाशी",0
रिहाई,0
