text,score
"अफ्रीकी,अफ़्रीक़ी,अफरीकी,अफ्रीकावासी,अफरीकावासी,अफ्रीका_वासी,अफरीका_वासी,अफ्रीका_-वासी,अफरीका-वासी,अफ्रीकन,अफरीकन",0
अद्वैत,0
"युक्तिपूर्वक,उपायतः,उपाय_से,जुगत_लगाकर,तरकीब_से,तरीक़े_से",-1
"तलछटी,अवसादी,तलोंछी,तलौछी",-1
प्रोटेस्टेंट,0
"रूसी,रशियन",0
जर्मन,0
"फ्रांसीसी,फ्रेंच,फ्रेन्च",0
"स्पेनी,स्पेनवासी,स्पेन-वासी,स्पैनिश",0
पुर्तगाली,0
पुर्तगाली,0
"फ़िनलैंडी,फ़िनलैण्डी,फिनलैंडी,फिनलैण्डी,फ़िनलैंडी_भाषा,फ़िनलैण्डी_भाषा,फिनलैंडी_भाषा,फिनलैण्डी_भाषा,फ़िनलैंडी-भाषा,फ़िनलैण्डी-भाषा,फिनलैंडी-भाषा,फिनलैण्डी-भाषा,फिनिश",0
"स्वीडिश,स्वीडिश_भाषा,स्वीडिश-भाषा",0
"नार्वेजियन,नार्वेवासी,नार्वे-वासी",0
"डेनमार्की,डेनिश",0
"बेल्जियमी,बेल्जियमवासी,बेल्जियम-वासी",0
"डच,नीदरलैंडवासी,हालैंडवासी,हॉलैंडवासी,नीदरलैण्डवासी,हालैण्डवासी,हॉलैण्डवासी,नीदरलैंड-वासी,हालैंड-वासी,हॉलैंड-वासी,नीदरलैण्ड-वासी,हालैण्ड-वासी,हॉलैण्ड-वासी,नीदरलैंडी,नीदरलैण्डी",0
"स्विट्जरलैंडी,स्विजरलैंडी,स्विट्जरलैण्डी,स्विजरलैण्डी,स्विट्जरलैंडवासी,स्विजरलैंडवासी,स्विट्जरलैण्डवासी,स्विजरलैण्डवासी,स्विट्जरलैंड-वासी,स्विजरलैंड-वासी,स्विट्जरलैण्ड-वासी,स्विजरलैण्ड-वासी",0
"आस्ट्रियाई,आस्ट्रिआई,आस्ट्रियावासी,आस्ट्रिआवासी,आस्ट्रिया-वासी,आस्ट्रिआ-वासी",0
"पोलिश,पोलिश_भाषा,पोलिश-भाषा",0
युगोस्लावियाई,0
"लातवियाई,लातविआई,लातवियावासी,लातविआवासी,लातविया-वासी,लातविआ-वासी",0
"लिथुनियाई,लिथुनिआई,लिथुनियावासी,लिथुनिआवासी,लिथुनिया-वासी,लिथुनिआ-वासी",0
"यूक्रेनी,यूक्रेनी_भाषा,यूक्रेनी-भाषा",0
"क्रोएशियाई,क्रोएशिआई,हर्वत्स्काई,क्रोएशियावासी,क्रोएशिआवासी,हर्वत्स्कावासी,क्रोएशिया-वासी,क्रोएशिआ-वासी,हर्वत्स्का-वासी",0
"स्लोवेनियाई,स्लोवेनिआई,स्लोवेनियावासी,स्लोवेनिआवासी,स्लोवेनिया-वासी,स्लोवेनिआ-वासी",0
"चीनी,चीन_का",0
जापानी,0
तिब्बती,0
"चिलियन_पेसो,पेसो",0
"वेनिज़ुएलाई,वेनीज़ुएलाई,वेनिजुएलाई,वेनीजुएलाई,वेनिज़ुएलन,वेनीज़ुएलन,वेनिजुएलन,वेनीजुएलन,वेनिज़ुएलावासी,वेनीज़ुएलावासी,वेनिजुएलावासी,वेनीजुएलावासी,वेनिज़ुएला_वासी,वेनीज़ुएला_वासी,वेनिजुएला_वासी,वेनीजुएला_वासी,वेनिज़ुएला-वासी,वेनीज़ुएला-वासी,वे",0
"ब्राजीलियन,ब्राज़ीलियन,ब्राजीलवासी,ब्राज़ीलवासी,ब्राजील-वासी,ब्राज़ील-वासी,ब्राजील_वासी,ब्राज़ील_वासी",0
"उरुग्वेयन_पेसो,पेसो",0
"बोलीवियाई,बोलीविआई,बोलीवियन,बोलीवियावासी,बोलीविआवासी,बोलीविया_वासी,बोलीविआ_वासी,बोलीविया-वासी,बोलीविआ-वासी",0
"कोलंबियाई_पेसो,कोलंबियन_पेसो,कोलम्बियाई_पेसो,कोलम्बियन_पेसो,पेसो",0
"कोरियाई,कोरियन",0
"उत्तर_कोरियाई_वान,उत्तरी_कोरियाई_वान,उत्तर_कोरियाई_वॉन,उत्तरी_कोरियाई_वॉन,वान,वॉन",-1
"दक्षिण_कोरियाई_वान,दक्षिणी_कोरियाई_वान,दक्षिण_कोरियाई_वॉन,दक्षिणी_कोरियाई_वॉन,वान,वॉन",0
"यूरोपीय,यूरोपी,यूरोपियन",0
"एशियाई,एशियावासी,एशिया_वासी,एशिया-वासी,एशियन",0
"कंबोडियाई,कम्बोडियाई,कंपूचियाई,कम्पूचियाई",0
"हाँडुरसी,होंडुरसी,हॉन्डुरसी,होन्डुरसी,हाँडुरन,होंडुरन,हॉन्डुरन,होन्डुरन",0
"एल_सल्वाडोरी,सल्वाडोरी",0
पेसो,0
"मिस्री_पाउंड,इजिप्शियन_पाउंड,मिस्री_पौंड,इजिप्शियन_पौंड,मिस्री_पाउण्ड,इजिप्शियन_पाउण्ड,मिस्री_पौण्ड,इजिप्शियन_पौण्ड,मिस्री_पाउन्ड,इजिप्शियन_पाउन्ड,मिस्री_पौन्ड,इजिप्शियन_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड",0
"इंडोनेशियाई,इंडोनेशिया_वासी,इंडोनेशिया-वासी,इंडोनेशियन",0
"नारकीय,नारकिक,नरकीय",-1
"एंडोरी,ऐंडोरी,एंडोरावासी,ऐंडोरावासी,एंडोरा-वासी,ऐंडोरा-वासी",0
वायुगतिकीय,0
"कनेडियन_डालर,कनाडाई_डालर,कनेडियन_डॉलर,कनाडाई_डॉलर,डालर,डॉलर",0
अध्यक्षीय,-1
"आयामी,आयामयुक्त",1
यौगिक,0
जैव,0
"प्रजा,जन,रैयत,परजा,रिआया",0
"प्रजा,जन,रैयत,परजा,रिआया",0
"प्रजा,जन,रैयत,परजा,रिआया",0
"मध्ययुगीन,मध्य_युगीन",0
तुलनात्मक,-1
"कलापूर्ण,कलात्मक,कलामय",1
"पदाधिकारी,ओहदेदार,पदवीधारी",0
"तटस्थ,निरपेक्ष,उदासीन,पक्षपातरहित,अपक्षपाती,निर्पेक्ष,अनपेक्ष",-1
"त्रैमासिक,तिमाही,त्रिमासीय",0
"नकलची,नक़लची,अनुकारी,अनुहारक,अनुहारी",-1
"नीचा,निम्न,अतुंग,निभृत,अनुच्च,अनुन्नत्त,अनुन्नत,अनूर्ध्व",-1
"ईमानदार,छलहीन,निष्कपट,निःकपट,रिजु,ऋजु,दयानतदार,सच्चा,अपैशुन",1
"खरा,चोखा,सच्चा",1
"सच्चा,असली",1
"अंग्रेजी,अंग्रेज़ी,अँगरेजी,अंगरेजी",0
"आयरिश_पंट,आयरिश_पन्ट,आयरिश_पाउंड,आयरिश_पौंड,आयरिश_पाउण्ड,आयरिश_पौण्ड,आयरिश_पाउन्ड,आयरिश_पौन्ड,पंट,पन्ट,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड",0
मुहावरेदार,0
"मोमी,मोमिया",0
जलोढ़,0
"सीरियाई_पाउंड,सीरियन_पाउंड,सीरियाई_पौंड,सीरियन_पौंड,सीरियाई_पाउण्ड,सीरियन_पाउण्ड,सीरियाई_पौण्ड,सीरियन_पौण्ड,सीरियाई_पाउन्ड,सीरियन_पाउन्ड,सीरियाई_पौन्ड,सीरियन_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड",0
अधिशासी,0
"संकुचित,अनुदार",0
दुराग्रही,-1
"भौगोलिक,भू-गोलीय,भूगोलीय",0
"ब्रितानी,ब्रिटिश",0
"तुर्की,रूमी",0
"मेक्सिकन_पेसो,मैक्सिकन_पेसो,पेसो",0
"अरक्तक,अनीमिक,अल्परक्तक",0
"अरब,अरब_गणराज्य",0
"अरबी,अरबी_भाषा,अरबी-भाषा",0
"आस्ट्रेलियाई_डालर,आस्ट्रेलियाई_डॉलर,डालर,डॉलर",0
"बहमाई_डालर,बहमाई_डॉलर,डालर,डॉलर",0
"बहरेनी,बहरीनी,बहरेनवासी,बहरीनवासी,बहरेन-वासी,बहरीन-वासी,बहरेन_वासी,बहरीन_वासी",0
"बंगलादेशी,बंगला_देशी,बाँग्लादेशी,बाँग्ला_देशी,बंग्लादेशी,बंगलादेशीय,बाँग्लादेशीय,बंग्लादेशीय",0
"बारबैडोसी,बारबैडोस_वासी,बारबैडोस-वासी,बारबैदोसी,बारबैदोस_वासी,बारबैदोस-वासी",0
"बंगाली,बंगाल_वासी",0
"बरमूडाई,बरमूडा_वासी,बरमूडा-वासी,बरमूडन",0
"भूटानी,भूटानवासी,भूटिया,भूटिआ",0
"बुल्गारियाई,बुलगारियाई",0
"बर्मी,बर्मी_भाषा",0
"एंडोरी,ऐंडोरी,एंडोरा_भाषा,ऐंडोरा_भाषा,एंडोरा-भाषा,ऐंडोरा-भाषा",0
"अभंजित,अक्षत,अखंडित,अखण्डित,खंडहीन,खण्डहीन,अनवच्छिन्न",1
"क्रिओल,क्रियोल",0
विभागीय,0
अनुशासनिक,0
"घरेलू,आवासीय,गृहीय,गृह्य",0
"डोमिनिकाई_डालर,डोमिनिकाई_डॉलर,डालर,डॉलर",0
"एरिट्रियाई,एरिट्रिआई,एरिट्रियन",0
"इथियोपियाई,याल्टोप्याई,अबाइस्सिनियाई,इथियोपियन",0
"फिलिपीनी,फिलिपीनो,फिलिपीन,फिलिपीनी_भाषा,फिलिपीनो_भाषा,फिलिपीन_भाषा,फिलिपीनी-भाषा,फिलिपीनो-भाषा,फिलिपीन-भाषा",0
"गाबाई,गाबाँई,गबाँई,गबोनी,गबुनी,गाबा_वासी,गाबाँ_वासी,गबाँ_वासी,गबोनवासी,गबुनवासी,गबोन_वासी,गबुन_वासी,गाबा-वासी,गाबाँ-वासी,गबाँ-वासी,गबोन-वासी,गबुन-वासी,गबोनीज़,गबुनीज़,गबोनीस,गबुनीस",0
"गाम्बियाई,गैम्बियाई,गाम्बिआई,गैम्बिआई,गाम्बियन,गाम्बियावासी,गाम्बिआवासी,गाम्बिया-वासी,गाम्बिआ-वासी,गाम्बिया_वासी,गाम्बिआ_वासी,गैम्बियन",0
"जार्जियाई,जॉर्जियाई,जार्जियावासी,जॉर्जियावासी,जार्जिया_वासी,जॉर्जिया_वासी,जार्जिया-वासी,जॉर्जिया-वासी,जार्जियन,जॉर्जियन",0
"गोथिक,गोथिक_भाषा,गथिक,गथिक_भाषा,गॉथिक,गॉथिक_भाषा",-1
"गोथिक,गोथिक_भाषा,गथिक,गथिक_भाषा,गॉथिक,गॉथिक_भाषा",-1
"ग्रेनैडाई,ग्रेनाडाई,ग्रेनैडियन,ग्रेनाडियन,ग्रेनैडावासी,ग्रेनाडावासी,ग्रेनैडा-वासी,ग्रेनाडा-वासी,ग्रेनैडा_वासी,ग्रेनाडा_वासी",0
"गौटेमालाई,गौटमालाई,गौटेमालन,गौटमालन,गौटेमालावासी,गौटमालावासी,गौटेमाला_वासी,गौटमाला_वासी,गौटेमाला-वासी,गौटमाला-वासी",0
"हैटियन,हैटीवासी,हैटी-वासी,हैटी_वासी",0
द्रवचालित,0
"आइसलैंडी,आइसलैण्डी",0
जनजातीय,0
"ईरानी,पर्शियन,परशियन",0
"जमैकाई_डालर,जमैकाई_डॉलर,डालर,डॉलर",0
जावाई,0
"जार्डनी,जॉर्डनी,जार्डनवासी,जार्डन_वासी,जार्डन-वासी,जार्डनियन,जॉर्डनियन",0
"कज़ाक,कजाक,कज़ाकी,कजाकी,कज़ाकवासी,कजाकवासी,कज़ाक-वासी,कजाक-वासी,कज़ाक_वासी,कजाक_वासी",0
"केन्याई,केन्यावासी,केन्या_वासी,केन्या-वासी,केन्यन",0
"कुवैती_दिरेम,कुवैती_डिरैम,दिरेम,डिरैम",0
"लैटिन,लैटिन_भाषा",0
"लैटिन,लैटिन_भाषा",0
"लेबनानी_पाउंड,लेबनीज़_पाउंड,लेबनीस_पाउंड,लेबनानी_पौंड,लेबनीज़_पौंड,लेबनीस_पौंड,लेबनानी_पाउण्ड,लेबनीज़_पाउण्ड,लेबनीस_पाउण्ड,लेबनानी_पौण्ड,लेबनीज़_पौण्ड,लेबनीस_पौण्ड,लेबनानी_पाउन्ड,लेबनीज़_पाउन्ड,लेबनीस_पाउन्ड,लेबनानी_पौन्ड,लेबनीज़_पौन्ड,लेबनीस_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड",0
"लीबेरियाई_डालर,लीबेरियाई_डॉलर,डालर,डॉलर",0
"लीबियाई_दिरेम,लीबियन_दिरेम,लीबियाई_डिरैम,लीबियन_डिरैम,दिरेम,डिरैम",0
"मकदुनियाई,मेसीडोनियाई,मैसीडोनियाई,मकदुनियावासी,मेसीडोनियावासी,मैसीडोनियावासी,मकदुनिया-वासी,मेसीडोनिया-वासी,मैसीडोनिया-वासी",0
"मडगास्करी,मैडगास्करी,मैडगैस्करी,मैडगास्कर_वासी,मैडगैस्कर_वासी,मैडगास्कर-वासी,मैडगैस्कर-वासी,मैडगास्कन,मैडगैस्कन",0
"मलेशियाई,मलेशियन",0
माल्टाई,0
"झिल्लीदार,झिल्लित",-1
"दुधारू,दुधार,दुधैल,दुधारी,दुधैली",0
"मंगोल,मंगोलियन,मंँगोल",0
"मंगोलियन,मंगोलियन_भाषा,मंगोलिक,मंगोलिक_भाषा",0
"नामिबियाई,नामिबियावासी,नामिबिया_वासी,नामिबिया-वासी,नामिबियन",0
"निकारगुआई,निकारगुअन",0
"नाइजीरियाई,नाइजेरियाई,नाइजीरियावासी,नाइजेरियावासी,नाइजीरिया_वासी,नाइजेरिया_वासी,नाइजीरिया-वासी,नाइजीरिया-वासी,नाइजीरियन,नाइजेरियन",0
"लगना,जुटना,लिपटना,व्यस्त_रहना,लगा_रहना",1
"ओमानी,ओमान_वासी,ओमान-वासी",0
"पाकिस्तानी_रुपया,पाकिस्तानी_रुपिया,रुपया,रुपिया",0
प्रायद्वीपीय,0
औषधीय,0
"बहुभुज,बहुभुजी",0
"रवांडाई,रवाण्डाई,रवांडा-संबंधी,रवाण्डा-संबंधी,रवांडन",0
"सेशिल्ज़ी,सेशिल्जी,सेशिल्ज़वासी,सेशिल्जवासी,सेशिल्ज़_वासी,सेशिल्ज_वासी,सेशिल्ज़-वासी,सेशिल्ज-वासी",0
"थाई,थाईलैंडी,थाईलैंड_वासी,थाईलैंड-वासी",0
साइबेरियाई,0
"सिंगापुरी,सिंगापुर_वासी,सिंगापुर-वासी",0
"सिंहली,श्रीलंकाई,श्री_लंकाई,श्रीलंकन",0
"सूडानी_पाउंड,सूडानी_पौंड,सूडानीज़_पाउंड,सूडानीस_पाउंड,सूडानीज़_पौंड,सूडानीस_पौंड,सूडानी_पाउण्ड,सूडानी_पौण्ड,सूडानीज़_पाउण्ड,सूडानीस_पाउण्ड,सूडानीज़_पौण्ड,सूडानीस_पौण्ड,सूडानी_पाउन्ड,सूडानी_पौन्ड,सूडानीज़_पाउन्ड,सूडानीस_पाउन्ड,सूडानीज़_पौन्ड,सूडानीस_पौन्ड,पाउंड,पौंड,पाउण्ड,पौण्ड,पाउन्ड,पौन्ड",0
"स्वाज़ीलैंड,स्वाजीलैंड,स्वैज़ीलैंड,स्वैजीलैंड,स्वाज़ीलैण्ड,स्वाजीलैण्ड,स्वैज़ीलैण्ड,स्वैजीलैण्ड,स्वाज़ीलैंड_गणराज्य,स्वाजीलैंड_गणराज्य",0
तमिल,0
"तंज़ानियाई,तंजानियाई,तंज़ानिया_वासी,तंजानिया_वासी,तंज़ानिया-वासी,तंजानिया-वासी,तंज़ानियावासी,तंजानियावासी,तंज़ानियन,तंजानियन",0
"टोगोलीज़,टोगोलीज,टोगोलीस",0
"त्रिनिदादी,त्रिनिदाद_वासी,त्रिनिदाद-वासी,त्रिनिदादियन",0
"ट्यूनीशियाई,ट्यूनीशिया_वासी,ट्यूनीशिया-वासी,ट्यूनीशियावासी,ट्यूनीशियन",0
"ट्यूनीशियाई,ट्यूनीशिया_वासी,ट्यूनीशिया-वासी,ट्यूनीशियावासी,ट्यूनीशियन",0
"युगांडन,युगांडाई,युगांडावासी,युगांडा_वासी,युगांडा-वासी,यूगांडन,यूगांडाई,यूगांडावासी,यूगांडा_वासी,यूगांडा-वासी",0
उर्दू,0
वाहनीय,1
"पशु-चिकित्सा,पशुचिकित्सा,शालीहोत्र",0
अस्थिहीन,0
"वियतनामी,वियतनाम_वासी,वियतनाम-वासी,वियतनामीज़,वियतनामीस",0
"वियतनामी,वियतनाम_वासी,वियतनाम-वासी,वियतनामीज़,वियतनामीस",0
क्वाचा,0
"कीवी,न्यूज़ीलैंडी,न्यूज़ीलैण्डी,न्यूजीलैंडी,न्यूजीलैण्डी,न्यूज़ीलैंडर,न्यूज़ीलैण्डर,न्यूजीलैंडर,न्यूजीलैण्डर",0
"जिम्बाबवेयन_डालर,ज़िम्बाबवेयन_डालर,जिम्बाबवेयन_डॉलर,ज़िम्बाबवेयन_डॉलर,डालर,डॉलर",0
"ख़ानदानी,खानदानी,कुलीय,वंशीय",0
गुलाबी,0
"आशान्वित,आशावान,आशापूर्ण",1
निराशाजनक,-1
क्षैतिज,0
"खड़ा,ऊर्द्ध्व,ऊर्ध्व,अनुदैर्ध्य",1
"आसीन,विराजमान,उपविष्ट,अध्यासीन,अभिनिविष्ट",1
"एकत्रित,इकट्ठा,एकत्र,जमा,समग्रीकृत",0
"जनित,जन्य",0
"गणनीय,गण्य",0
"बेहिसाब,बेहिसाबी,अनलेखा",0
"तरंगित,उत्तरंग,उर्मिल,तरंगी,लहरित,तरंगायित",0
"सक्षम,क्षमतावान,सामर्थ्यवान,क्षमताशाली,सामर्थी",1
"अनुपेक्षित,अवेक्षित,अनवहेलित",-1
"घनिष्ठता,अंतरंगता,अति_प्रियता,निकटता,सामीप्य,सन्निध,नज़दीकी,नजदीकी,संसर्ग,अज़ीज़ी,अजीज",1
"बेपरवाह,बेपरवा,बिन्दास,बेफिक्र,बेफ़िक़्र,अलगरजी,अल्हड़,अचिंत,अचिन्त",0
उपेक्षक,-1
"मांसाहारी,समिषाहारी,आमिषाहारी,मांसभक्षी,मांसखोर,मांसख़ोर",-1
"शाकाहारी,शाकजीवी,शाकोपजीवी,शाकभक्ष्य",0
"तृणचर,तृण-चर,तृणजंभन्,तृणजम्भन्",0
"सर्वभक्षी,सर्वभक्ष्य",-1
"कीटभक्षी,कीटभोजी",0
"पुच्छल,पुँछल,दुमदार",0
"निस्पृह,निःस्फृह,निर्लोभ,लोभहीन,लालचहीन,अलोभी,अस्पृह,अतृष्ण,लालसारहित,तृष्णारहित",-1
"निश्चयात्मक,पक्का",0
"सक्रिय,क्रियाशील",1
"कायल,क़ायल",1
"आश्वस्त,आश्वासित",1
"अपरिवर्तनीय,अपरिवर्तनशील,अजूना",-1
"परिवर्तित,परिणत,तबदील,तब्दील",0
"अपरिवर्तित,अनबदला",0
"आविष्ट,आवेशग्रस्त,आवेशपूर्ण",1
"हँसमुख,हसमुख",1
दानेदार,0
"पांडु,पाण्डु",0
"मूँगा,विद्रुम,प्रवाल,समुद्रज,रत्नद्रुम,मिरंगा",0
"मटमैला,मटिया,मिटिया,मटियाला,धूसर,ख़ाकी,खाकी,भूमिल,कंजई,भूरा,कपिल",0
नारंगी,0
"बैंगनी,बैगनी,जामुनी,बैंजनी,जमुनियाँ",1
गुलाबी,0
"सेवानिवृत्त,रिटायर,अवकाश_प्राप्त,रिटायर्ड",0
"गेरू,गिरमाटी,गैरकी,रक्तोपल,गिलसुर्ख,गिरिधातु,शैलसंभूत,शैलसम्भूत",0
आबनूसी,0
"लगना,जुटना,लिपटना,व्यस्त_रहना,लगा_रहना",1
"रंगहीन,निरंग,बेरंग,वर्णहीन,अवर्ण,वर्णशून्य,अबरन,अबरनीय",0
"तेजहीन,निस्तेज,बुझा_हुआ,आभाहीन,कांतिहीन,ओजहीन,प्रभाहीन,फीका,बेरौनक,अप्रभ,प्रभारहित",0
"ईसाई,क्रिस्चन,क्रिश्चन,क्रिश्चियन,किरिस्तानी,ईसाई_धर्मावलंबी",1
शास्त्रीय,0
"धूलिधूसर,धूलि_धूसर,धूलिधूसरित,धूलि_धूसरित,धूसर,धूसरा,धूलधूसरित",-1
"तैलीय,तेलीय,स्निग्ध,तेलहा",0
"कीचड़दार,पंकिल,कीचदार,कार्दम,चिलहला",0
"श्लील,श्रील,बढ़िया",1
"मरणासन्न,मृतप्राय,अभिनिधन",-1
"रेडियोधर्मी,रेडियोएक्टिव",0
"अस्पृश्य,अछूत,छुतिहा,अपरस",1
"सक्रिय,क्रियाशील",1
"अपारदर्शक,अपारदर्शी",0
"दूधिया,दुधिया",0
"भ्रमित,भ्रांत,भ्रान्त",-1
"क़रीबी,नज़दीकी,नजदीकी,निकटवर्ती,समीपी,निकटस्थ,सन्निकट,समीपवर्ती,समीपस्थ,अपदांतर,अपदान्तर",1
"रात,रात्रि,रजनी,निशा,यामा,यामिनी,रैना,रैन,विभावरी,निशि,शर्वरी,यामिन,यामिनि,यामि,रात्रिमान,निशिता,वासुरा,निसि",0
"संघटित,संगठित",0
"शत्रुतापूर्ण,दुश्मनाना,वैरपूर्ण,बैरपूर्ण",-1
"गरम,गर्म,उष्ण,ताबदार",1
"क्रुद्ध,क्रोधित,कुपित,भामी,क्षुब्ध,अनखौहा",-1
"शीतल,ठंडा,अनुष्ण,अतप्त,ठण्डा,ठंढा,ठण्ढा",1
"वसंत_कालीन,बसंती,वसंती,वासंती,बासंती",0
"खुला,अनावृत,अनाच्छादित,अनढँका,आवरणहीन,आवरणरहित,अनावेष्टित,अपरछन,अपरिच्छन्न,अप्रच्छन्न",-1
"स्पष्टतः,खुल_कर,खुले_तौर_पर,खुल्लम_खुल्ला,बिना_लाग_लपेट_के,साफ़_साफ़,स्पष्टतया,साफ़-साफ़",1
"मटमैला,ढबैला",0
"तटवर्ती,तटस्थ",-1
"तर्कगम्य,तर्काधीन,तर्कसंगत",1
प्रकाशित,0
अप्रकाशित,0
"अफ़वाही,अफवाही",0
आग्नेय,0
"अदह,अदाह्य",0
"विस्फोटक,विस्फोटक_पदार्थ",-1
बेआराम,-1
"रिहायशी,रिहाइशी,रहाइशी,रहायशी,आवासीय",0
"प्रजातांत्रिक,प्रजातंत्रीय,प्रजातंत्री,प्रजातंत्रात्मक,गणतंत्रीय,गणतंत्री,गणतंत्रिक,गणतंत्रात्मक,गणतांत्रिक,लोकतंत्री,लोकतंत्रात्मक,लोकतंत्रीय",1
"असामान्य,असाधारण,ख़ास,खास,ग़ैरमामूली,विशेष,ऐसा-वैसा,अपसामान्य,स्पेशल,ख़ासा,खासा",1
"बिरला,विरला,कोई-कोई,इक्का-दुक्का",0
"सर्वसामान्य,सर्व_सामान्य,सर्वसाधारण,सर्व_साधारण",0
"धार,प्रवाह,धारा",0
"चिरकालीन,चिरकालिक,दीर्घकालीन,दीर्घकालिक,दीर्घ-कालीन,दीर्घ-कालिक,चिर-कालीन,चिर-कालिक",-1
"कथनीय,कथ्य,वाच्य,अभिभाष्य",-1
"तुलनीय,तुल्य",1
"सामंजस्यपूर्ण,मेलपूर्ण",1
"अधकच्चा,अधगला",0
"तीसरा,तृतीय",0
"अनन्य,एकनिष्ठ",0
उठना,0
"अपूर्ण,अपरिपूर्ण,अपूर",-1
"पक्षधर,पक्षपाती,तरफ़दार,तरफदार,समर्थक,हिमायती,अनुमोदक",1
"अपरिपक्व,अल्पविकसित,अप्रौढ़,अप्रगल्भ",0
उठना,0
"अपूर्ण,अपरिपूर्ण,अपूर",-1
"तल,स्तर,संस्तर,सतह",0
"अवतल,नतोदर",0
"बिखरा,छितराया,फैला,विकीर्ण,बिखरा_हुआ,अफ़शाँ,अफ़शान,अफशान,अफशाँ",1
"असघन,अघन,विरल,असंघनित",0
"आसक्त,मुग्ध,मोहित,फ़िदा,फिदा",1
"परिपूर्ण,भरा_हुआ,आपूर्ण,भरा-पूरा,पूर्ण,अभिपूर्ण",1
"सिकुड़ा,संकुचित,सिमटा",0
"संकुचनशील,संकोची",0
अलबानियाई,0
"अजेय,अजय,अजित,अपराजेय,दुर्जेय,अजीत",1
"चेतनायुक्त,चेतन,संज्ञायुक्त",1
"चेतनाहीनता,चेतनाशून्यता,अचेतनता,अचेतना,असंज्ञता",-1
अवचेतन,-1
उदारतापूर्वक,1
"नाशक,नाशी,विनाशी,विनाशक,विनायक,विध्वंसक,अपध्वंसी,अपह,अपाय",-1
"तृप्त,तुष्ट,संतुष्ट,सन्तुष्ट,अघाया_हुआ,परितुष्ट,अनिच्छ,तोषित",1
"आत्मतुष्ट,आत्मसंतुष्ट,आत्मतृप्त",-1
"संतोषी,संतोषशील",1
"तर्कातीत,अतर्क्य,तर्कागम्य,अप्रतर्क्य",-1
"अनवरत,लगातार,अनंतर,अनन्तर,अनंतरित,अनन्तरित,अविरत",-1
"छिटपुट,छुटपुट,छिट-पुट,छुट-पुट,थोड़ा-बहुत,हल्का-फुल्का",-1
"नियमी,नेमी,नियम_पालक,आत्मानुशासी",0
"अवश्य,वश_से_परे",0
अराजक,-1
"अनाथ,नाथहीन,अनीश,अनीस",0
विवादस्पद,-1
"विवादित,विवादास्पद,वादग्रस्त,विवादग्रस्त,निजाई",-1
"निश्शंक,अनाशंकित,आशंकाहीन,बेखटक,बेफ़िक्र,संशयहीन",-1
"अविवाद्य,वादातीत",-1
