POS_TAG ID POS NEG LIST_OF_WORDS
n 44 0.0 0.25 अपमान,अनादर,बेइज्जती,बे-इज्जती,निरादर,तिरस्कार,हेठी,तौहीन,तोहीनी,जिल्लत,फ़ज़ीअत,फ़ज़ीहत,फजीअत,फजीहत,अवमान,अवमानना,अवमानन,मानध्वंस,मानभंग,पराभव,बेकदरी,भद्द,अधिक्षेप,अपकर्ष,अपचार,अपध्वंस,बेक़द्री,अपहेला,अपूजा,अप्रतिष्ठा,अभिभव
n 6261 0.0 0.0 बैठना
n 18594 0.0 0.0 बैठना
a 2923 0.0 0.0 अपवर्तित
a 7916 0.0 0.75 लापता,खोया_हुआ,गुमशुदा,खोया,गुम
a 35470 0.0 0.125 आधार,अवलंब,अवलम्ब,आश्रय,सहारा,पाया,अधिकरण,जड़,अधार,अधारी,अधिष्ठान
a 1217 0.375 0.375 नष्ट,चौपट,तहस_नहस,ध्वस्त,नेस्तनाबूद,नेस्तोनाबूद,मटिया_मेट,समाप्त,तबाह,बरबाद,बर्बाद,बंटाढार,बंटाधार,बँटाधार,निकंदन,अपध्वस्त,फ़ना,फना,विनष्ट,अपहत
a 11228 0.125 0.625 अजूबा
a 6010 0.375 0.25 तीव्र,तेज,तेज़,बुलंद,बुलन्द
a 9820 0.25 0.125 मुखरित,मुखर
a 6317 0.0 0.25 कोमलता,कोमलताई,मुलायमियत,मृदुलता,नरमीयत,नरमी,नरमाई,नर्मी
a 31059 0.125 0.5 प्रियभाषी,प्रियंवद,प्रियवादी
a 4173 0.375 0.125 धनी
a 17578 0.25 0.0 प्रशंसित,अभिनंदित,अभिनन्दित,अनुमत,अभिष्तुत
n 10427 0.0 0.0 अनशन,भूख-हड़ताल,अन्नत्याग,अनाहार
n 10164 0.0 0.0 सत्याग्रह
n 28360 0.0 0.0 हत्या,खून,ख़ून,कत्ल,क़त्ल,वध
n 2122 0.0 0.0 तोड़फोड़,ध्वंस,ध्वंसन
n 4134 0.0 0.0 पुनर्विवाह
n 3816 0.0 0.0 नवीनीकरण,नवीकरण
n 8180 0.0 0.0 संशोधन,तरमीम
n 8715 0.0 0.0 मारना,मारण,मारन,प्रहरण
n 8891 0.0 0.0 काढ़ा,क्वाथ,जोशाँदा
n 10597 0.0 0.0 निकास,निकासी,निर्गम
a 7075 0.0 0.0 बक़ाया,बाक़ी,बाकी,शेष
a 28616 0.0 0.0 वयस्क,बालिग,सयाना,स्याना,अपोगंड,बालिग़
a 2790 0.0 0.5 वयस्क,बालिग,सयाना,स्याना,अपोगंड,बालिग़
a 13693 0.0 0.0 वयस्क,बालिग,सयाना,स्याना,अपोगंड,बालिग़
a 18740 0.625 0.0 वयस्क,बालिग,सयाना,स्याना,अपोगंड,बालिग़
a 12138 0.5 0.0 महान्,महान,अज़ीम,अजीम,ऊँचा,बड़ा,मूर्धन्य,श्रेष्ठ,उदात्त,अध्यारूढ़,कबीर,आजम,आज़म
a 1996 0.0 0.625 अप्रधान,अप्रमुख,आनुषंगिक,गौण
n 2374 0.0 0.0 नेतृत्व,अगुआई,नायकत्व,रहनुमाई
n 28864 0.0 0.0 पैरोल,प्रतिबंधित_रिहाई,प्रतिबंधित_मुक्ति
n 17817 0.0 0.0 जनसंख्या,आबादी
n 18253 0.0 0.0 झपट,चपेत,झपाटा,झप्पाटा
n 12580 0.0 0.0 रोमांचित
n 14833 0.0 0.0 वनोन्मूलन,निर्वनीकरण
a 9779 0.0 0.0 महिला,स्त्री,औरत,नारी,मानुषी,तिरिया,त्रिया,लुगाई,लोगाई,अबला,वामा,भामा,भामिनी,भाम,अंगना,योषिता,वासुरा
a 7449 0.0 0.0 चिह्नित,चिन्हित,अंकित
a 1825 0.0 0.0 विवाहित,ब्याहा,शादीशुदा,परिणीत
a 4401 0.0 0.75 अविवाहित,अनब्याहा,कुँआरा,कुँवारा,क्वाँरा,कुंवार,कँवारा,क्वारा,बिनब्याहा,अनूढ़,अपरिणीत
a 6878 0.375 0.25 मरदाना,पुरुष-संबंधी,पौरुषेय,मर्दाना,पुरुषीय
a 3943 0.0 0.5 जनाना,औरताना,स्त्री-सम्बन्धी
a 14013 0.125 0.125 परिपक्व,प्रौढ़
n 7332 0.0 0.0 बेलन
a 9581 0.0 0.5 बचकाना
a 1159 0.25 0.0 पका,पक्व,परिपक्व
a 33315 0.125 0.0 मौसमी,आर्त्तव
a 16647 0.0 0.625 बेमौसम,अनार्तव
a 9389 0.25 0.125 सर्वोच्च,सर्वोपरि
a 7087 0.0 0.0 सार्थक,अर्थयुक्त,अर्थपूर्ण,अन्वर्थ
a 6491 0.125 0.5 निरर्थक,अर्थहीन,व्यर्थ,फजूल,फ़ज़ूल,वाहियात,बेमतलब_का,सारहीन,अर्थशून्य,अनर्थक,अनाह,फिजूल,फ़िज़ूल,वृथा,अपार्थ
a 2859 0.125 0.25 विचारहीन,सतही,हल्का
a 16225 0.0 0.0 मापित,नपा_हुआ,मापा_हुआ
a 16223 0.0 0.0 अमापित,अपरिमापित,अपरिमित,अकूत,अनमापा,अमापा,अनापा
a 6495 0.0 0.375 निरामिष,अनामिष,मांसरहित
a 1782 0.0 0.0 यंत्र_चालित,यांत्रिक,स्वचालित,यंत्र-संचालित
a 2663 0.125 0.125 प्रबल,प्रचंड,प्रचण्ड,उत्कट,उग्र,तेज़,तेज,कड़ा,हेकड़
a 23356 0.125 0.0 दीवानी
a 8366 0.0 0.0 सैन्य,लश्करी
a 8959 0.0 0.0 सामरिक,सांग्रामिक
n 1413 0.0 0.0 भार_पशु,लद्दू_जानवर,वाहक_पशु
n 7963 0.0 0.0 बच्चा
n 8841 0.0 0.0 छौना,छवना,पशु_शावक,छाँवड़ा,शावक
n 6848 0.0 0.0 पिल्ला
n 16538 0.0 0.0 डाँवरू,बघेरा,बघेला,बघेल
n 703 0.0 0.0 मांसाहारी_जंतु,मांसभक्षी_प्राणी,मांसहारी_जन्तु
n 6985 0.0 0.0 कीटभक्षी,कीटभोजी,कीटभोजी_जीव,कीटभक्षी_जीव
n 1391 0.25 0.0 अल्बानियाई,अल्बानियाई_भाषा
n 1391 0.0 0.0 अल्बानियाई,अल्बानियाई_भाषा
n 13056 0.0 0.0 कलगी,कँगूरा,कंगूरा,तुर्रा,चोटी
n 12844 0.0 0.0 विषाणु,वाइरस,वायरस
a 5176 0.0 0.0 चल,चर,जंगम,मनकूला
a 1456 0.125 0.0 धात्वीय,धात्विक
a 879 0.25 0.25 सशस्त्र,शस्त्रधारी
a 27959 0.0 0.0 काँसा,कांस्य
a 6742 0.0 0.25 स्वर्ण_निर्मित,कांचन,हैम
a 14716 0.0 0.0 चाँदी,रजत,रूपा,रंगवीज,रङ्गवीज
a 7101 0.0 0.0 परिवर्तित,परिणत,तबदील,तब्दील
a 26654 0.25 0.375 मध्यम
a 6555 0.0 0.625 शस्त्रहीन,निहत्था,निरस्त्र,निश्शस्त्र,अबान
a 5607 0.25 0.125 कहीं,कहूँ,कहुँ
n 6626 0.0 0.0 पटकनी,पटकन,पटकनिया
a 21082 0.125 0.375 अत्याधुनिक,अति-आधुनिक
a 834 0.125 0.625 निरभिमानी,अनभिमानी,अभिमानरहित,गर्वहीन,दर्पहीन,अदंभी,अदर्पी,निरहंकारी,अहंकारहीन,दंभहीन,निरहंकर,निरहंकृत,सीधा,अनमद,अहंकाररहित,गर्वरहित,मदशून्य,अपरुष,अभिमानशून्य
a 2622 0.0 0.0 सूक्ष्मतम,अति_सूक्ष्म,असगर,असग़र
a 1420 0.75 0.0 सच्चरित्र,चरित्रवान,नेकचलन,शिष्टाचारी,सुशील,सदाचारी,आचारवान,अनूचान
a 729 0.0 0.75 अनैतिक,नैतिकताहीन,अनीतिपूर्ण,अनुचित,ग़लत,गलत,नीतिविरुद्ध
n 5637 0.125 0.0 जीवाणु,बैक्टीरिया
a 2403 0.0 0.125 बहुत,अधिक,ज्यादा,ज़्यादा,ख़ूब,खूब,अतिशय,अति,अगाध,अतीव,काफ़ी,काफी,अंबोह,अनल्प,अनून,अन्यून,अबेश
a 3092 0.0 0.375 कम,थोड़ा,जरा,ज़रा,अल्प,न्यून,तनि,तनिक,कुछ,लेश,आंशिक,अनति,अप्रचुर,अबहु,ऊन,तोष,अभूयिष्ट,अभूरि
a 31294 0.0 0.0 न्यूनतम
a 517 0.0 0.0 इक्का-दुक्का,इक्का_दुक्का,एक्का-दुक्का,एक्का_दुक्का
a 32377 0.0 0.0 नश्वर,अशाश्वत,क्षणजीवी,क्षयशील,नाशवान,भंगुर,विनाशी,अनित्य,अनित,फानी,फ़ानी,अपायी
a 2136 0.125 0.5 अमर,मृत्यु_विजेता,कालजयी,कालजीत,कालातीत,मृत्युंजय,अमर्त्य,चिरंजीव,चिरंजीवी,चिरजीवी,चिरंजी
a 9514 0.0 0.0 प्रेरित
a 23407 0.25 0.0 द्रवित,द्रवीभूत,दयार्द्र
a 2213 0.0 0.0 कंटकहीन,अकंटक,शूलहीन
a 1178 0.0 0.0 चालित,परिचालित,प्रचालित
n 257 0.0 0.0 विभाज्य_संख्या,विभाज्य,भाज्य
a 23663 0.0 0.0 चलना
a 14373 0.0 0.0 अकर
a 16041 0.0 0.0 विश्वव्यापी,विश्वव्याप्त
a 8598 0.0 0.0 प्रजा,जन,रैयत,परजा,रिआया
a 2104 0.0 0.625 अंतर्राष्ट्रीय,अंतरराष्ट्रीय,अंताराष्ट्रीय,बहुदेशीय,बहुराष्ट्रीय
a 873 0.0 0.0 अंतर्प्रदेशीय,अंतर्प्रांतीय,अंतर्प्रदेश_स्तरीय,अंतर्राज्यीय,अंतर्राज्यिक
a 32318 0.0 0.875 अप्राकृतिक,अप्राकृत
a 868 0.0 0.375 दिखावटी,बनावटी,ऊपरी,बनौवा
a 1132 0.125 0.375 स्वाभाविक,स्वाभावगत
a 27649 0.0 0.5 स्वाभाविक,स्वाभावगत
n 1957 0.0 0.0 प्रकारवाची,रीतिवाची
n 6701 0.0 0.375 परजीवी
n 4490 0.375 0.0 रोगाणु
n 416 0.0 0.0 अमीबा,अमीबाणु
n 10118 0.0 0.25 शैवाल,सेवार,तोयशूका,तोयवृक्ष,जलपृष्ठजा,अंबुचामर,अम्बुचामर
n 479 0.0 0.0 सहलाहट,सहलाई
n 26293 0.0 0.0 अभिसरण,अभिसरन
n 7473 0.25 0.0 भ्रूण,गर्भ,पेट,हमल,गर्भस्त_जीव
n 2057 0.0 0.0 अंडा,अण्डा,डिंब,डिंभ,बैजा
n 21342 0.0 0.0 नाइट्रोजन
a 2789 0.375 0.125 अधेड़,मध्यवय,मध्यवयस्क,प्रौढ़
a 5159 0.25 0.25 नवजात,सद्योजात
a 6625 0.0 0.75 लज्जित,शर्मिंदा,शर्मिन्दा,शरमिंदा,शरमिन्दा,शर्मसार,शरमसार,शरमाया_हुआ,शरमाया
a 12065 0.0 0.75 अधिकारी,अफ़सर,अफसर,हाकिम
a 3758 0.0 0.5 निरस्त,रद्द,निरसित,मंसूख
a 2708 0.0 0.0 अधमुँदा,अर्ध_मुकुलित,अधखुला
n 292 0.0 0.0 खाँग
a 5880 0.25 0.25 निसंकोच,निःसंकोच,निस्संकोच,संकोचहीन,असंकोची,बेतकल्लुफ़,बेतकल्लुफ,अनिभृत
a 6368 0.125 0.5 मूसलाधार,मूसलधार
a 31145 0.0 0.75 निर्विरोध
a 25581 0.375 0.25 आशावादी
a 25578 0.25 0.5 निराशावादी
a 1004 0.0 0.0 व्यवस्थित,प्रबंधित,विन्यस्त,ठीक
a 60 0.0 0.25 अव्यवस्थित,व्यवस्थाहीन,अनवस्थ
a 1077 0.125 0.625 हरा
a 152 0.25 0.25 एकताहीन,असंगठित,बिखरा,संगठनहीन
a 3468 0.25 0.5 सामान्य,आम,साधारण,कामचलाऊ,मामूली,अविशिष्ट,अविशेष,अदिव्य
n 21783 0.0 0.0 हाँगर,सोर,शार्क
n 8892 0.0 0.0 वेल्डिंग,टंकण,टँकाई,झलाई
a 4005 0.5 0.25 दुर्लभ,अलभ्य,दुष्प्राप्य,नियामत,नेमत,अप्राप्य
a 3379 0.0 0.75 ठीक-ठाक,ठीक_से,ठीक-ठाक_से,ठीकठाक
a 3609 0.125 0.0 प्रेमासक्त,अनुरक्त,अनुरागी,आसक्त,दीवाना,फ़िदा,फिदा,छोही,अनुरागयुक्त,प्रेमयुक्त,अनुरत,अनुशयी,रंजित,रंञ्जित,अभिरंजित,अभिरञ्जित,अनुरंजित,अनुरञ्जित,अभिरत
a 1481 0.0 0.625 दुविधाजनक,दुबिधाजनक,अनिश्चयात्मक,भ्रामक,संशयात्मक
a 140 0.0 0.75 अनुकृत,अमौलिक
a 2581 0.625 0.0 मतांध,कट्टरवादी,कट्टरपंथी
n 2063 0.25 0.25 पक्षी,चिड़िया,पंछी,खग,परिंदा,विहंग,विहंगम,पखेरू,विहग
a 6870 0.0 0.0 आच्छादित,ढँका,आवृत्त,अपिबद्ध,अपिनद्ध,अपिहित,आच्छन्न
a 1335 0.0 0.25 पत्तीदार,पर्णी,पल्लवित
a 3292 0.0 0.0 पत्रहीन,निपात,पर्णरहित,पत्रविहीन,अपर्णी,लुंज,अदल,अपत्र,अपत
a 3169 0.25 0.125 भुक्त
n 10115 0.0 0.0 शुतुरमुर्ग़,शुतुरमुर्ग
n 8127 0.375 0.0 लवा_पक्षी,लवा,भरत,लावा,लावा_पक्षी,गुरगंज,घागुस_बटेर,घाघस_बटेर,बड़ा_गंगा
n 4584 0.0 0.0 खंजन,खँड़रिच,ममोला,खण्डरिच,चरट
n 30490 0.0 0.125 अल्बानियाई,अल्बानियावासी,अल्बानिया-वासी
n 3913 0.0 0.0 मुनिया,मुनियाँ,रायमुनि,रायमुनी,लाल_मुनियाँ,लाल,नकलनोर
n 24907 0.0 0.0 बया
n 25403 0.0 0.0 चापकलन
n 6111 0.0 0.0 दर्जी,दर्ज़ी,दरजी,दरज़ी,दर्जिन,दर्जिन_चिड़िया
a 2672 0.0 0.0 भुगतान_कृत,अदा,चुकाया_हुआ,चुकता
a 25267 0.0 0.0 अभुक्त
a 8487 0.0 0.625 अवैतनिक,निर्वेतन
a 8448 0.25 0.5 हृदय-विदारक,हृदय_विदारक,मार्मिक,हृदय_भंजक,मर्मभेदी,मर्मघाती
a 28072 0.0 0.25 दिखावटी,बनावटी,ऊपरी,बनौवा
a 27525 0.0 0.125 दिखावटी,बनावटी,ऊपरी,बनौवा
a 868 0.0 0.0 दिखावटी,बनावटी,ऊपरी,बनौवा
a 11372 0.25 0.25 रुचिकर,दिलपसंद,रुचिकारक,रुचिकारी
a 1369 0.0 0.75 अप्रिय,अप्रीतिकर,नागवार
a 7665 0.0 0.25 समांतर,समानांतर,समान्तर,समानान्तर
a 13834 0.125 0.0 लंब,लम्ब,अधोलंब,अधोलम्ब
a 2315 0.0 0.0 अक्षम्य,क्षमाशून्य
a 1822 0.75 0.0 पक्षधर,पक्षपाती,तरफ़दार,तरफदार,समर्थक,हिमायती,अनुमोदक
n 4233 0.0 0.0 अबाबील,देवदिलाई
n 5256 0.0 0.0 चील,चिल्ल,चिल्होर
n 23904 0.0 0.0 बाज,नीर_गाँग,गोनर्द
n 7228 0.0 0.0 बाज,बाज़,श्येन,सैन
n 7937 0.0 0.0 चिड़ौला,चेंटुआ,चकुला,चिंगुला,चेंचला,चेंचुआ
n 4442 0.0 0.0 उभयचर,जल-स्थलचर
n 10633 0.0 0.0 नामांकन,नामज़दगी,नामजदगी
n 28353 0.0 0.0 राना,राना_वंश
n 11900 0.0 0.0 द्रवित,द्रवीभूत,दयार्द्र
n 12575 0.0 0.0 जाँच
n 28343 0.0 0.0 पार्क,पार्किंग
n 28342 0.0 0.0 सरट,सरटक,लिजर्ड
n 2897 0.0 0.0 छिपकली,बिस्तुइया,भित्तिका,पल्ली,लक्तिका,गृहगोधा,ज्येष्ठी,तृणगोधा
n 762 0.0 0.0 मगर,मगरमच्छ,घड़ियाल,मकर,ग्राह,जल_किरात,पंकग्राह,अंबुकंटक,अम्बुकण्टक,अंबुकिरात,अम्बुकिरात,झष,झषराज
n 24507 0.0 0.0 डायनासोर,डायनोसोर,डाइनासोर,डाइनोसोर
a 2353 0.0 0.625 कठिन,दुर्गम,अगम्य,अगम,दुरूह,दुर्गम्य,बीहड़,अगत,बंक,आगम
a 5674 0.25 0.25 जोशीला,आवेशपूर्ण,जोशवाला,सरगर्म,सरगरम
a 25734 0.625 0.0 इच्छाहीन,अकाम,आकांक्षाहीन,निष्काम,अनभिलाषा
a 2626 0.0 0.25 अतीत,गत,भूत,व्यतीत,बीता,गया,गुज़रा,पिछला,विगत,पुराना,अपेत
a 2362 0.0 0.0 बूढ़ा,बुड्ढा,वृद्ध_पुरूष,बुजुर्ग,बुज़ुर्ग,वृद्ध,बड़ा-बूढ़ा,बूढ़ा,डोकरा,स्यान
a 12851 0.0 0.0 तात्कालिक
a 88 0.0 0.25 वर्तमान
a 8 0.125 0.0 जन्मा,उत्पन्न,जन्मा_हुआ,जात,जनित,प्रसूत,प्रसून,सूत
a 1 0.125 0.25 अजन्मा,अजात,अनुत्पन्न,अनुद्भूत,अप्रादुर्भूत,अज,स्वयंभू,स्वयंभु,अजन,अजन्म,अनन्यभव,अनागत
a 1532 0.125 0.0 पोषित,संवर्धित,पुष्ट
a 35 0.0 0.625 अनाथ,यतीम,लावारिस,बेकस
a 37 0.0 0.5 पितृहीन,पितृविहीन,पिताहीन,पितविहीन,तातहीन,अपितृ,अपितृक
a 42 0.0 0.625 मातृहीन,माताहीन,मातृविहीन,माताविहीन,अमातृक
a 12883 0.0 0.0 पैतृक,पैत्रिक
a 2421 0.5 0.25 रोगी,बीमार,मरीज,मरीज़
a 3807 0.375 0.375 सहिष्णु,सहनशील
n 2478 0.0 0.0 अजगर,बोड़ा,शीवा,अजदहा,शीन
n 6403 0.0 0.0 नाग
n 4963 0.0 0.0 गेहुँअन,गोधूमक
n 7271 0.0 0.0 बिच्छू,बिछुआ,बिछुवा,वृश्चिक,बिछूक
n 4489 0.0 0.0 मकड़ी,मकरी,तंतुवाय,तंतु-कीट
n 8648 0.0 0.0 टिकट,टिकिट,टिकस,टिकिस
n 4447 0.125 0.0 कनखज़ूरा,कनखजूरा,गोजर,गोंजर,शतपाद,शतपद
n 1236 0.25 0.0 प्राकृतिक_वस्तु,नैसर्गिक_वस्तु
n 7508 0.0 0.0 पालतू_पक्षी,पालतू_चिड़िया
n 7515 0.0 0.0 मुर्गा,मुरगा,कुक्कुट,करंज,कुलंग,शिखंडी,शिखी,बरहा,बरही
n 9836 0.0 0.0 मुर्गी,मुरगी,कुक्कुटी
n 12840 0.125 0.0 जनमत,लोकमत
n 17614 0.0 0.0 भटतीतर
n 5268 0.0 0.0 चुनाव,निर्वाचन,अधिवाचन,इंतखाब,इन्तखाब,इंतख़ाब,इन्तख़ाब
n 7512 0.0 0.0 वोट,मत
n 1581 0.0 0.0 मोरनी:1,मादा_मोर,कलापिनी,मयूरी,शिखंडिनी,शिखि
n 2207 0.0 0.0 बटेर,बटई,घाघस
n 23364 0.0 0.0 तीतर,तितिर,तितर,तित्तिर,तित्तिरि,तैतिर,तैत्तिर,कपिंजल
n 4071 0.0 0.0 कबूतर,कपोत,परेवा,धूम्रलोचन,पारवत
n 2204 0.0 0.0 कबूतरख़ाना,कबूतर_ख़ाना,कबूतरखाना,कबूतर_खाना,कपोतपाली,कपोत_पालिका,काबुक
n 4439 0.0 0.0 तोता,सुग्गा,पोपट,शुक,मिट्ठू,पट्टू
n 8627 0.0 0.0 काकातुआ,काकातूआ,काकाकौआ
n 749 0.0 0.0 कोयल,कुहकनी,कोकिल,कोकिला,कलकंठ,कादंबरी,पिक,मधुकंठ,मधुकण्ठ,अन्यपुष्ट,अन्यभृत,अपराजिता,पंचमास्य
n 27813 0.0 0.0 कौड़िल्ला,किलकिला,कोरयल,क्षत्रक
n 11235 0.0 0.0 संतुलन
n 19464 0.0 0.0 अल्बानियाई,अल्बानियाई_भाषा
n 3472 0.0 0.0 बत्तक,बतख़,बत्तख़,बतख,बत्तख
n 4437 0.0 0.0 चकवा,सुरखाब,सुर्खाब,चक्री,चक्रवाक,कोक
n 23096 0.0 0.0 निलसर,नीलसर,निलसिर,नीलसिर,नीलरू,लिलगही,लीलगेह
n 4175 0.0 0.0 मराल
n 29648 0.0 0.0 वेध्य,भेद्य,वेधनीय,भेदनीय
n 337 0.0 0.0 स्तनपायी_जन्तु,स्तनपायी_जंतु,स्तनधारी,स्तनधारी_जीव,स्तनपायी_जीव,स्तनपायी,स्तनी
n 692 0.0 0.0 कंगारू
n 13699 0.0 0.0 घोल
n 20866 0.0 0.0 बछड़ा,बछवा,बाछा,बछेरु,लवारा,बच्छा,बछेड़ा,बछेरा,वत्स,तर्ण
n 28073 0.0 0.0 डोल
n 12123 0.0 0.0 पंख,पर,पाँख,पाँखड़ा
n 20704 0.0 0.0 फर
n 1556 0.0 0.0 अयाल,केसर
n 4323 0.0 0.0 शल्यलोम
n 27841 0.0 0.0 छक्का
n 13480 0.0 0.0 सरहना,शल्क,चोइयाँ,दिउली,दिउला,सेहरा
n 8319 0.0 0.0 सीपी,सीप,अधिमुक्तिका,मुक्तावास,मुक्तामाता
a 8055 0.25 0.375 शांतिपूर्ण,शन्तिपूर्ण,शांतिमय,शान्तिमय
a 4577 0.0 0.375 उपद्रवग्रस्त,अशांतिपूर्ण
a 17746 0.0 0.625 अनुशयी,पश्चात्तापी,अनुशायी,अनुशोचत
a 1150 0.625 0.0 इंद्रियगम्य,इंद्रिय_गोचर,गोचर,इंद्रियग्राह्य,इन्द्रियगोचर,इंद्रियगोचर,प्रत्यक्ष,अपरोक्ष
a 2386 0.125 0.625 इंद्रियातीत,अतींद्रिय,अगोचर,गोतीत,अतीन्द्रिय,अप्रत्यक्ष,परोक्ष,अभौतिक
a 27534 0.625 0.125 पूर्ति,आपूर्ति,पूर्णता,पूरापन
a 16975 0.875 0.0 आदर्श
a 1449 0.875 0.0 रमणीय,रम्य,रमणीक
n 4541 0.0 0.0 कोया,कोआ,कोश,कुसियारी
n 419 0.125 0.25 अकशेरुकी_जंतु,अकशेरुकी_जन्तु,अकशेरुकी,अकशेरुकी_प्राणी
n 27606 0.0 0.0 द्रवचालित
n 4375 0.0 0.0 मरुआ,मरुवा,मरवा,मरु
n 8716 0.0 0.0 घुन,घुण,ढुवारा,छेदा
n 5074 0.0 0.0 घोंघा,शंबुक,शंबु,शंबूक,शम्बुक,शम्बु,शम्बूक,शंबुका,शंबूका,संबुक
n 13413 0.5 0.0 कौड़ी
n 3418 0.0 0.0 पदोन्नति,तरक़्क़ी,अभ्युत्थान
n 3137 0.0 0.0 पदावनति
n 34248 0.0 0.0 खाद्य_वस्तु,खाद्य_पदार्थ,खाद्यवस्तु,खाद्यपदार्थ,आहार,खाद्य,भोज्य_पदार्थ,आहार_पदार्थ,अन्न
n 27989 0.0 0.0 समुद्रफेनी,स्क्विड
n 8120 0.0 0.0 संक्रमण,संक्रांति
n 5563 0.0 0.0 झींगा,झिंगा,झींगा_मछली,झींगामछली,नलमीन,नड़मीन,चिंगड़ा
n 8463 0.0 0.0 हस्तांतरण,हस्तान्तरण,हस्तांतर,हस्तान्तर
n 22886 0.0 0.0 महाबक,लक़लक़,लकलक,मनिक-जोर,लगलग
n 22918 0.0 0.0 चमचा_चोंच,चमसवंत,दाविल,दाबिल,खजाक,खजाका
n 3345 0.0 0.0 मानव_कृति,मानवकृति,मानव-कृति,मानव_निर्मित_वस्तु,मानव-कृत_वस्तु
n 27768 0.0 0.0 हंसावर,बोग_हंस,पाकहंस,वरहंस,फ्लेमिंगो
n 7080 0.0 0.0 बगुला,बकुला,बगला,बक,बग,वक,कंक
n 16820 0.0 0.0 सारस,पंकजन्मा
n 25195 0.0 0.0 चाहा,चाष
n 22817 0.0 0.0 समुद्रकाक
n 4416 0.0 0.0 क्रौंच,कुराँकुर,कूँज,कुररी
n 6689 0.0 0.0 पनडुब्बी,पनडुबी,पनतिरी,पानतिरी,पनतीरी,चुरका,डुबडुबी,वंजुलक
n 20221 0.0 0.0 पेंग्विन,पेग्विन
n 10598 0.0 0.0 व्हेल,ह्वेल
a 10413 0.0 0.0 अंतरिम,अन्तरिम
a 4016 0.0 0.0 कठोर_व्यवहारी,सख़्त
a 22365 0.125 0.5 अभ्रमित,भ्रमरहित,अभ्रांत,अभ्रान्त,अभरम,अप्रमाद
a 9106 0.75 0.0 आकर्षक,दिलकश,मनोहर,मोहक,सुंदर,सुन्दर,ख़ूबसूरत,खूबसूरत,दिलचस्प,लुभावना,मंजुल,मंजु,जानदार,प्रभावशाली,ललित,चोखा,अपीच,अपीच्य,सुप्रतीक,सुरम्य,मनोरम,अभिरमणीय,अभिरम्य,अभिराम
n 5506 0.0 0.0 सूँस,सूंस,सूस,चुल्लकी,झषाशन
n 11639 0.0 0.0 सील
n 7064 0.0 0.0 सेवानिवृत्ति,अवकाशग्रहण,रिटायरमेंट
n 11818 0.0 0.0 बुलडाग,बुलडॉग
n 1499 0.0 0.0 लकड़बग्घा,लग्घड़,तर्क्षु,बघेरा,बघेला,बघेल,चरग,शार्दूल,ईहावृक,तरक्षु
n 29016 0.125 0.0 लोमड़ी,लुमड़ी
n 7284 0.0 0.25 बिल्ली,बिलारी,बिलाई,बिलैया,मार्जारी,मार्जारीय,विड़ाल,विराल
