POS_TAG ID POS NEG LIST_OF_WORDS
n 8111 0.0 0.0 डुप्लिकेटर,अनुलिपित्र
n 3981 0.0 0.0 दरबार,राजदरबार,राज-दरबार
n 13173 0.0 0.0 डायनामाइट,डाइनामाइट
n 4830 0.0 0.125 डाइनमो,डाइनेमो
n 3728 0.0 0.0 प्रवाह,बहाव,धारा,वेग,रवानी
n 7439 0.0 0.0 कनटोप,कंटोप
n 34104 0.0 0.0 झुमका,झूमर,लुरका,झूमक,झूमड़
n 1387 0.0 0.125 ओरी,ओलती
n 21044 0.0 0.0 इलास्टिक,इलैस्टिक
n 12332 0.0 0.0 मीटर
n 1308 0.0 0.0 विद्युत_इंजन,विद्युत_मोटर,बिजली_का_मोटर
n 22971 0.0 0.0 लिफ्ट:1,उद्वाहक,उद्वहन,उद्वहन_यंत्र
n 31320 0.0 0.0 तटबंध,तट-बंध
n 5238 0.0 0.0 प्रतीक,निशान,पहचान,प्रतिरूप,पहिचान
n 3069 0.0 0.125 कढ़ाई,कशीदा,गुलकारी,फुलकारी,कढ़ाव
n 4497 0.0 0.0 खोल,कोश,गिलाफ़,गिलाफ,आवरण,खोली
n 6690 0.0 0.0 खोल,कोश,गिलाफ़,गिलाफ,आवरण,खोली
n 1764 0.0 0.0 साधन,उपस्कर
n 30973 0.0 0.0 जताना,जनाना,जतलाना
n 3234 0.0 0.0 सूई_नाका,सूई_छेद,नाका
n 23430 0.25 0.25 कारनामा
n 20227 0.0 0.0 मुँह,मुख
n 20228 0.0 0.0 मुँह,मुख
n 6584 0.0 0.0 काल्पनिक,कल्पित,ख़याली,अवास्तविक,अयथार्थ,झूठा,हवाई,अनात्मक,अप्रकृत
n 15806 0.0 0.0 नमदा
n 7832 0.0 0.0 रेती,रेतनी,सोहन
a 832 0.25 0.25 अभिमानी,गर्वीला,अहंकारी,घमंडी,मगरूर,दर्पी,दंभी,दांभिक,अकड़बाज़,अकड़बाज,शेख़ीख़ोर,शेखीखोर,अकड़ैत,ऐंठदार,नम्रतारहित,अभिमानित
a 8476 0.375 0.375 अकड़बाज़,अकड़बाज,अकड़ू,एंठू,शेख़ीख़ोर,शेखीखोर,अकड़ैत,ऐंठदार
a 6983 0.0 0.0 सिद्ध,प्रमाणित,साबित
a 364 0.125 0.0 सत्यापित,प्रमाणित
a 2643 0.0 0.25 असत्यापित,अप्रमाणित,अनुपपन्न,अपरीक्षित
a 16235 0.0 0.75 अनधिकारी,स्वत्वहीन
a 665 0.0 0.0 समयानुसार,यथासमय,ससमय
n 12787 0.0 0.0 छानना,छनाई_करना
n 33621 0.0 0.0 दमकल,अग्नि_शामक_गाड़ी
n 27658 0.0 0.0 आरंभिक,प्राथमिक,प्रारंभिक,शुरूआती,पूर्व,शुरूवाती,आरम्भिक,प्रारम्भिक
n 4322 0.0 0.0 कँटिया,बंसी,वडिश,बलिश,कंटिया,काँटा,कांटा
n 371 0.0 0.0 बंसी
n 9328 0.0 0.0 पंजा,पंजी
n 19019 0.0 0.0 फलालीन,फलालेन,फलालैन
n 31819 0.0 0.0 व्युत्क्रमण
n 27167 0.0 0.0 बहना
n 12326 0.0 0.0 चक्की,आटा_चक्की,मिल
n 370 0.0 0.0 बाँसुरी,बंसी,बेनु,वेणु,मुरली,मुरलिया,वंशी,वंश
n 9377 0.0 0.0 पत्र,पन्नी,पनी,पर्णी,परनी
n 1789 0.0 0.0 पद_परिधान,पद_आच्छाद,पदावरण
n 5815 0.0 0.0 काँटा,कांटा
n 9526 0.0 0.0 भूतपूर्व,पूर्व
n 8870 0.0 0.0 फव्वारा,फौवारा,फ़ौवारा,फुहारा,फ़व्वारा
n 10624 0.0 0.125 फाउंटेन_पेन,स्रोतलेखनी
n 14501 0.0 0.0 चौका,चौकी
n 26834 0.0 0.0 चारपहिया,चौपहिया,चरपहिया,चारपहिया_गाड़ी,चौपहिया_गाड़ी,चरपहिया_गाड़ी
n 14666 0.0 0.0 मालगाड़ी,माल-गाड़ी
n 14581 0.0 0.0 फुचड़ा
n 1022 0.0 0.0 अग्रभाग,अग्र_भाग,अगला_भाग,अगाड़ी,आगा,अगाड़ू,अगारी
n 6989 0.0 0.0 कुप्पी,कूपी
n 2553 0.0 0.0 दर्शक_दीर्घा,दीर्घा
n 1182 0.0 0.0 खेल_उपस्कर,क्रीड़ा-साधन,खेल_सामान
n 32800 0.0 0.0 चुटकी
n 14062 0.0 0.0 गराज,गैरेज
n 36012 0.0 0.0 बगीचा,बग़ीचा,बाग,वाटिका,बगिया,उद्यान,बारी,उपवन,अपवन,बाग़,पार्क
n 28083 0.0 0.0 सैन्य-दुर्ग,सैन्यदुर्ग,सैन्य_दुर्ग
n 5940 0.0 0.0 तरंग,लहर
n 5892 0.0 0.0 प्रवेश_द्वार,प्रवेश_मार्ग,प्रवेश-द्वार,प्रवेश-मार्ग,प्रवेशद्वार
n 26840 0.0 0.0 गेयर,गियर
n 3118 0.0 0.0 घाट
n 25956 0.0 0.0 ग्लोब
n 7679 0.0 0.0 फेंटाई,फेंट
n 26730 0.0 0.0 उद्देश्य,मंसा,मंशा,नियत,मकसद,आशय,मतलब,कारण,ध्येय,हेतु,प्रयोजन,अभिप्राय,ईप्सा,निमित्त,लक्ष्य,साध्य,मिशन
n 28797 0.0 0.125 हिलाना,डुलाना,विलोड़न
n 10804 0.0 0.0 धूप_का_चश्मा,गागल्स
n 215 0.0 0.0 स्वर्ण_खान,स्वर्णखान,चमीकर,स्वर्णाकर
n 14125 0.0 0.0 ग्रामोफोन
n 19558 0.125 0.0 कद्दुकस,कद्दुकश,घिसनी,किसनी,कीसनी
n 6257 0.0 0.0 पहुँच
n 4989 0.0 0.0 बारूद_गोला
n 9382 0.0 0.0 किराना,परचून
n 200 0.0 0.0 अतिथि-गृह,अतिथि-भवन,अतिथि-शाला,अतिथिशाला,मेहमान-ख़ाना,अतिथिगृह
n 1855 0.0 0.0 अतिथि_कक्ष,मेहमान_ख़ाना,गैस्टरूम
n 21880 0.0 0.0 मोड़
n 7487 0.0 0.0 गिटार
n 7066 0.0 0.0 ट्रिगर,घोड़ा,लिबलिबी
n 12078 0.0 0.0 कली
n 7034 0.0 0.125 व्यायामशाला,व्यायाम_शाला
n 7397 0.0 0.0 गलियारा,खोर
n 1505 0.0 0.0 गलियारा,खोर
n 23253 0.0 0.0 आघात,चोट,वार,प्रहार,घात,व्याघात,विघात,अभिघात
n 11081 0.0 0.0 पिटारा,पेटारा,पिटक
n 4315 0.0 0.0 भुजा,हाथ,बाज़ू,हस्त,बाँह,कर,बाहु,बाजू
n 22119 0.0 0.0 हथकरघा,हैंडलूम
n 8088 0.0 0.0 चाँपाकल,हैंडपंप,हैण्डपम्प,नल
n 601 0.0 0.0 हस्तोपकरण,हस्त_उपकरण
n 1788 0.0 0.0 हस्त_परिधान,हैंडवीयर,हस्तावरण
n 9951 0.0 0.0 लच्छी,अंटी,गुच्छी,अट्टी,आँटी,कुकड़ी
a 29236 0.625 0.0 स्वीकृत,मान्य,मक़बूल,मंज़ूरशुदा
a 9069 0.0 0.375 दंडित,दण्डित,सज़ायाफ़ता,सजायाफ्ता
a 15262 0.0 0.0 अदंडित,अदंड,अदण्डित,अदण्ड
a 22008 0.625 0.0 कुमारी,कुँआरी,कुमारिका,कुँवारी,क्वाँरी,कुंवारी,कँवारी
a 1918 0.375 0.0 कुमारी,कुँआरी,कुमारिका,कुँवारी,क्वाँरी,कुंवारी,कँवारी
a 4789 0.125 0.25 प्रदूषित
a 13859 0.375 0.0 अग्रसर
a 84 0.0 0.0 उत्तीर्ण,पास
a 1288 0.0 0.0 प्रशिक्षित,सधा_हुआ
a 1445 0.0 0.625 अप्रशिक्षित,अनसिखा
n 29424 0.0 0.0 बीन,बीन_बाजा
n 4465 0.0 0.0 हेंगा,पाटा,सोहागा,पटेला,पटरा,मदि
n 10750 0.0 0.0 कुंडा,कुंडी
n 27654 0.0 0.0 फलका-मुख,विपाटद्वार
n 11748 0.0 0.0 सिरहाना
n 6340 0.0 0.0 घूँघट,घूंघट
n 8784 0.0 0.125 छँटनी,छँटाई
n 27639 0.0 0.0 एड़ी
n 26936 0.0 0.0 नाविक
n 30055 0.0 0.0 शिरस्त्राण,खोद,शिरस्त्र,शिरत्राण
n 3533 0.0 0.0 आश्रम,कुटिया
n 7667 0.0 0.125 हेरोइन
n 1504 0.0 0.0 गगनचुंबी_भवन,अट्टालिका,गगनचुंबी_इमारत,गगनस्पर्शी
n 14400 0.0 0.0 हॉकी,हाकी
n 2933 0.0 0.0 खपत,इस्तेमाल,इस्तमाल,उपभोग,उपयोग,प्रयोग,ख़र्च,खर्च,खरच,खर्चा,खरचा,दोहन
n 3279 0.0 0.0 अँकुसी,अँकड़ी,अँकसी,आँकड़ा,लकसी,अँकुड़ा,अंकुसी,अँअड़ी,अंकसी,आंकड़ा,अंकुड़ा,हुक,कँटिया,कंटिया
n 7462 0.0 0.0 अल्बानियाई,अल्बानियाई_भाषा
n 5549 0.0 0.0 दबोच
n 8852 0.0 0.0 जन्मकुंडली,कुंडली,जन्मपत्र,जन्मपत्री,जन्मपत्रिका,टिप्पन,टिपन
n 8721 0.0 0.0 घोड़ा-गाड़ी,घोड़ा_गाड़ी,घोड़ागाड़ी,अश्वयान,अश्व-यान,अश्व_यान
n 28035 0.0 0.0 होटल
n 31476 0.0 0.0 संघनन
n 1901 0.0 0.0 घर,गृह,मकान,सदन,शाला,आलय,धाम,निकेतन,निलय,वास्तु,पण
n 28316 0.0 0.0 गृह-नौका,वास-नौका,हाउसवोट
n 26843 0.0 0.0 अड्डा,गढ़,केंद्र
n 12885 0.0 0.0 प्रतिमा,विग्रह
n 27997 0.25 0.0 संकेतक
n 28315 0.0 0.0 संघटक,घटक
n 3139 0.375 0.0 औजार,औज़ार,उपकरण,करण,साधन,हथियार,औंजार
n 26695 0.0 0.0 इंटरनेट,नेट,महाजाल
n 34366 0.0 0.0 मादक_पदार्थ,नशा,नशीला_पदार्थ,मादक_द्रव्य
n 8546 0.0 0.0 इस्तरी,प्रेस,इस्तिरी
n 26811 0.0 0.0 लोहा,लोह,लौह,आयस,आहन
n 26812 0.0 0.0 दगना,दग़ना,आयरन
n 14508 0.0 0.0 गुलाम,ग़ुलाम
n 24383 0.0 0.0 जैकेट,जाकिट,जाकेट,जॉकेट
n 30518 0.0 0.0 मर्तबान,जार,अमृतबान,मर्तवान,मरतबान,बुयाम
n 12148 0.25 0.125 जीप
n 24463 0.0 0.0 जर्सी
n 8969 0.125 0.125 आभूषण,गहना,ज़ेवर,जेवर,भूषण,विभूषण,अलंकार,आभरण,अभरन,अभूखन
n 13866 0.0 0.0 रिक्शा,नरयान
n 7233 0.0 0.0 वृद्धि,बढ़ती,बढ़ोतरी,बढ़त,प्रवर्धन,प्रवर्द्धन,चढ़ाव,इज़ाफ़ा,इजाफा,अभिवृद्धि
n 21839 0.0 0.0 जोड़,संधि,सन्धि
n 16926 0.0 0.0 जुड़ाई,जोड़ाई
n 28314 0.0 0.0 केलाइडोस्कोप
n 29730 0.0 0.0 की,पेंट,पेन्ट
n 23092 0.0 0.0 कुंजीपटल,कुंजी-पटल,कुंजी_पटल,कीबोर्ड,की-बोर्ड
n 977 0.0 0.0 कुंजी_खाँचा,चाबी_खाँचा,चाबी_छेद,कुंजी_छिद्र
n 7374 0.0 0.0 आवाँ,आँवाँ,आँवा
n 14507 0.0 0.0 राज्य,रियासत,रजवाड़ा,सल्तनत,सलतनत
n 14505 0.0 0.0 राज्य,रियासत,रजवाड़ा,सल्तनत,सलतनत
n 27333 0.0 0.0 राज्य,रियासत,रजवाड़ा,सल्तनत,सलतनत
n 3680 0.0 0.0 रसोई_घर,रसोईघर,रसोई,रसोई_कक्ष,चौका,रसोईगृह,पाकशाला,बावरची_ख़ाना,भोजनालय,भोजनगृह,पाकागार
n 564 0.0 0.0 रसोई_साधन,रसोई_उपकरण
n 9355 0.0 0.0 चील,चिल्ल,चिल्होर
n 3990 0.0 0.0 धार
n 6023 0.0 0.0 धार
n 14570 0.0 0.0 सलाई
n 25687 0.125 0.0 आगुआ
n 28627 0.0 0.0 गाँठ,गिरह,ग्रंथि,ग्रन्थि,गंडा,गुढ़ी,गण्डा
n 12943 0.0 0.0 काजल,कजरा,कजला,दीपकसुत,दीपध्वज
n 13479 0.0 0.0 कुरता,कुर्ता
n 18605 0.0 0.25 लेस,लैस
n 4151 0.0 0.0 कलछा,कलछुल,करछल,करछुल
n 26934 0.0 0.0 दीपक,चिराग़,दीया,दीप,दिया,चिराग,बत्ती,प्रदीप
n 3262 0.0 0.0 नश्तर
n 5958 0.0 0.0 तनाव,टेंशन,टेन्शन
n 8250 0.0 0.0 लालटेन,ललटेन
n 9280 0.0 0.0 लैपटॉप,लैपटाप,लैपटॉप_कम्प्यूटर
n 10285 0.0 0.0 महँगाई,महँगी,महँगापन,तेजी,तेज़ी
n 4621 0.0 0.0 ख़राद,खराद,कुंद,लेथ,लेथ_मशीन,ख़राद_मशीन,खराद_मशीन,कुन्द
n 5821 0.0 0.0 डंडा,दंड,लाठी,सोंटा,डंड,बल्लम,चोब,डण्डा,डण्ड
n 28313 0.0 0.0 प्रक्षेपण,विक्षेप,विक्षेपण
n 16122 0.0 0.0 प्रसारण
a 2439 0.125 0.625 निरुद्विग्न,अविकल,अव्याकुल,प्रशांत,शांत,निभृत,अनाकुल,अव्यग्र,शान्त,प्रशान्त
a 19339 0.625 0.0 अंधविश्वासी,अन्धविश्वासी,अंध-विश्वासी,अन्ध-विश्वासी
a 7935 0.0 0.0 ख़ानदानी,खानदानी,कुलीय,वंशीय
a 28169 0.0 0.0 अंतर्जातीय
n 4363 0.0 0.0 पत्तीदार,पर्णी,पल्लवित
n 5321 0.0 0.0 सायबान
n 7826 0.0 0.0 क़ानूनी,कानूनी,विधिक
n 6814 0.0 0.0 क़ानूनी,कानूनी,विधिक
n 27427 0.0 0.0 बढ़ाना,लंबा_करना,लम्बा_करना
n 27158 0.0 0.0 लेंस,लेन्स,वीक्ष,लैंस,लैन्स
n 5001 0.0 0.0 पुस्तकालय,ग्रंथालय,ग्रंथागार,पुस्तकागार,लाइब्रेरी
n 23501 0.0 0.0 नंबरप्लेट,अंकफलक,नम्बरप्लेट,नंबर-प्लेट,नम्बर-प्लेट,अंक-फलक
n 3144 0.0 0.0 ढक्कन,ढकना,ढँकना,ढकनी,पिधान,पिहान
n 28312 0.0 0.0 सन,लिनेन,सन_का_कपड़ा
n 33923 0.0 0.0 लाली
n 7465 0.0 0.0 बोझ,भार
n 24212 0.0 0.0 फुलपैंट,फ़ुलपैंट,फुलपैन्ट,फ़ुलपैन्ट
n 2586 0.0 0.0 करघा,खड्डी,कर्घा,अड्डा
n 26313 0.0 0.0 लारी
n 32989 0.0 0.0 लोटा
n 4168 0.0 0.0 यंत्र,कल,मशीन
n 13718 0.0 0.0 यंत्रशाला,यंत्रगृह,यंत्रालय
n 35514 0.0 0.0 समावेश,संयोजन,समावेशन
n 5260 0.0 0.0 सुरंग
n 15671 0.0 0.0 सुरंग
n 23398 0.0 0.0 डाकगाड़ी,मेल
n 27367 0.0 0.0 प्रबल,प्रचंड,प्रचण्ड,उत्कट,उग्र,तेज़,तेज,कड़ा,हेकड़
n 2649 0.0 0.0 नाँद,अथरा,नाद,नांद,खोर
n 26735 0.0 0.0 हाल,हॉल,महाकक्ष
n 7594 0.0 0.0 मानचित्र,नक्शा,नक़्शा,नकशा,नक्सा
n 2043 0.0 0.0 कंचा,गोली,गोलक,अंटा
n 26814 0.0 0.0 कंचा,गोली,गोलक,अंटा
n 1932 0.0 0.0 चिन्हित्र,अंकित्र,मार्कर
n 9822 0.0 0.0 मुखौटा,चेहरा
n 11957 0.0 0.0 दीयासलाई,दीया-सलाई,दियासलाई,दिया-सलाई,तीली,माचिस_तीली
n 18055 0.0 0.0 फावड़ा
n 4833 0.0 0.0 गद्दा,गदेला
n 2135 0.0 0.0 मकबरा,मक़बरा
n 565 0.0 0.0 साधन,माध्यम,जरिया,ज़रिया,माध्य
n 27641 0.0 0.0 यंत्रविन्यास,यंत्र-विन्यास,यंत्र-संरचना,यंत्र-रचना,मैकनिज्म,मेकनिज्म
n 9030 0.0 0.0 तड़कना,तड़क
n 2396 0.0 0.0 शवदाह,शव-दाह,दाह_संस्कार,दाह-संस्कार,दाहक्रिया,दाहकर्म,दाह-क्रिया,दाह-कर्म,दाह,अग्निकर्म,अग्नि-कर्म,अग्निदाह,अग्नि-दाह,चिताकर्म,चिता-कर्म,अंतक्रिया,अंत-क्रिया
n 8348 0.0 0.0 सूक्ष्मदर्शी,सूक्ष्मदर्शक_यंत्र,सूक्ष्मदर्शक_यन्त्र,माइक्रोस्कोप,सूक्ष्मदर्शी_यंत्र,सूक्ष्मदर्शी_यन्त्र,खुर्दबीन,अणुवीक्षण_यंत्र
n 12325 0.0 0.0 चक्की,जाँता,जाँत,जांता,जांत
n 15662 0.0 0.0 सुरंग,माइन
n 4611 0.0 0.0 सुरंग,माइन
n 9696 0.0 0.0 मंत्रालय
n 8898 0.0 0.0 टकसाल,टकसार,टंकशाला
n 3245 0.0 0.0 दर्पण,शीशा,आइना,आईना,आरसी,आरस,दरपन,अदर्श
n 23198 0.0 0.0 मिक्सर,मिक्सी,मिश्रण_यंत्र
n 7743 0.0 0.0 खाई,परिखा,मोरचा,परिखात
n 26815 0.0 0.0 किनारी
n 6550 0.0 0.375 मोपेड
n 8544 0.0 0.0 खरल,खल,खल्ल
n 12463 0.0 0.0 मोजेक,मोजैक,मोज़ेक,मोज़ैक
n 14152 0.0 0.0 मसहरी,मोसहरी,मच्छरदानी,मशकहरी,चतुष्की
n 26362 0.0 0.0 मोटल
n 26816 0.0 0.0 मोटर
n 6551 0.0 0.0 मोटरसाइकिल,मोटर_साइकिल,मोटर-सायकल,मोटर-सायकिल,मोटरसायकल,मोटरसायकिल,मोटर_बाइक,बाइक,मोबाइक,फटफटी,फटफटिया
n 6665 0.0 0.0 स्कूटर
n 1270 0.0 0.0 मोटर_गाड़ी,मोटरगाड़ी,मोटर,मोटर_यान
n 25650 0.0 0.0 माऊस,माउस,संगणक-मूषक
n 333 0.125 0.0 चूहेदानी,चूहेदान,चूहादान
n 7825 0.0 0.0 मफ़लर,मफलर,गुलूबंद,गलबंदनी
n 18448 0.0 0.125 मग
n 1906 0.125 0.0 संग्रहालय,अजायबघर,अजायब-घर,अजायबख़ाना,अजायबखाना,अजायब-ख़ाना,अजायब-खाना,म्यूज़ियम,म्युजियम
n 32509 0.0 0.0 वाद्ययंत्र,वाद्य_यंत्र,बाजा,वाद्य,साज़,साज,वादित्र
n 2210 0.0 0.0 मलमल,अंशुक
n 14704 0.0 0.0 चुपचाप,चुप,मौन,ख़ामोशी_से,खामोशी_से,निश्शब्द,बिन_बोले,मौनतः
n 8823 0.0 0.0 छींका,मोहरा,मुसका,जाबा
n 22075 0.0 0.0 काँटा,कांटा
n 27655 0.0 0.0 आरंभिक,प्राथमिक,प्रारंभिक,शुरूआती,पूर्व,शुरूवाती,आरम्भिक,प्रारम्भिक
n 16124 0.0 0.0 पृथक्करण
a 12009 0.0 0.0 तैयार
a 3946 0.0 0.0 ऐतिहासिक
a 6485 0.125 0.5 निरपवाद
a 2721 0.125 0.0 सुगम्य,सुगम
a 6713 0.0 0.0 पारस्परिक,आपसी
n 14787 0.0 0.0 माला,हार,मालिका
n 33792 0.0 0.0 माला,हार,मालिका
n 11670 0.0 0.0 टाई,कंठबंध,गलबंध,कंठ_बंध
n 14076 0.0 0.0 सूई,सुई
n 600 0.0 0.0 जाल,पाश
n 26732 0.0 0.0 जाल,पाश
n 27437 0.0 0.0 जाल,पाश
n 27966 0.0 0.0 जाल
n 5629 0.0 0.0 निब,जीभ,जीभी
n 3560 0.0 0.0 शल्य-चिकित्सा_कक्ष,आपरेशन_कक्ष,चीरफाड़_कक्ष,शल्यचिकित्सा_कक्ष,शल्यचिकित्सा-कक्ष
n 928 0.0 0.0 अफ़ीम,अफीम,अहिफेन,अफ्यून,अफू,अफेन,अफेल,हाफु
n 23341 0.0 0.0 उपार्जन,अर्जन
n 1492 0.0 0.0 छज्जा,बारजा,अलिंद,अलिन्द
n 4889 0.125 0.0 बैल_गाड़ी,बैलगाड़ी,बैला_गाड़ी,छकड़ा,छकड़ा_गाड़ी,वृषभ_यान,कृत्तिका
n 6866 0.0 0.0 पुड़िया,पुटी
n 10135 0.0 0.0 सूआ,सूजा
n 4425 0.0 0.0 तूलिका,तूलि,तीली,कूँची,कूची,ब्रश,क़लम,कलम,अक्षरतूलिका
n 6661 0.0 0.0 राजमहल,महल,प्रासाद,राजप्रासाद,राजभवन
n 1507 0.0 0.0 राजमहल,महल,प्रासाद,राजप्रासाद,राजभवन
n 27450 0.0 0.0 राजमहल,महल,प्रासाद,राजप्रासाद,राजभवन
n 14473 0.0 0.0 थापी,थापिया
n 9002 0.0 0.0 भयभीत,डरा_हुआ,डरा,कातर,आतंकित,ख़ौफ़ज़द,भयग्रस्त,भयान्वित,भीत,अपत्रस्त,दहशतज़दा,दहशतजदा
n 13054 0.0 0.25 कलगी,कँगूरा,कंगूरा
n 20513 0.0 0.0 कागज-दाब,काग़ज़-दाब,पत्रवारक,पेपरवेट,कागज_दाब,काग़ज़_दाब
n 5663 0.0 0.0 चितकबरा,चित्तीदार,चितला,चीतल,कलमास,शार
n 13347 0.125 0.125 मार्ग,रास्ता
n 4156 0.0 0.0 पगडंडी,खुरहर
n 6991 0.125 0.0 प्यादा,पैदल,सिपाही
n 13854 0.0 0.0 रिक्शा
n 22926 0.0 0.0 दँवरी,दौंरी,मँड़ाई
n 345 0.0 0.0 वेध्य,भेद्य,वेधनीय,भेदनीय
