text,score
"प्रवाह,बहाव,धारा,वेग,रवानी",0
"कनटोप,कंटोप",0
"झुमका,झूमर,लुरका,झूमक,झूमड़",0
"ओरी,ओलती",0
"इलास्टिक,इलैस्टिक",1
मीटर,0
"विद्युत_इंजन,विद्युत_मोटर,बिजली_का_मोटर",0
"लिफ्ट:1,उद्वाहक,उद्वहन,उद्वहन_यंत्र",0
"तटबंध,तट-बंध",0
"प्रतीक,निशान,पहचान,प्रतिरूप,पहिचान",0
"कढ़ाई,कशीदा,गुलकारी,फुलकारी,कढ़ाव",1
"खोल,कोश,गिलाफ़,गिलाफ,आवरण,खोली",0
"खोल,कोश,गिलाफ़,गिलाफ,आवरण,खोली",0
"साधन,उपस्कर",0
"जताना,जनाना,जतलाना",0
"सूई_नाका,सूई_छेद,नाका",0
कारनामा,-1
"मुँह,मुख",0
"मुँह,मुख",0
"काल्पनिक,कल्पित,ख़याली,अवास्तविक,अयथार्थ,झूठा,हवाई,अनात्मक,अप्रकृत",-1
नमदा,0
"रेती,रेतनी,सोहन",0
"अभिमानी,गर्वीला,अहंकारी,घमंडी,मगरूर,दर्पी,दंभी,दांभिक,अकड़बाज़,अकड़बाज,शेख़ीख़ोर,शेखीखोर,अकड़ैत,ऐंठदार,नम्रतारहित,अभिमानित",-1
"अकड़बाज़,अकड़बाज,अकड़ू,एंठू,शेख़ीख़ोर,शेखीखोर,अकड़ैत,ऐंठदार",-1
"सिद्ध,प्रमाणित,साबित",0
"सत्यापित,प्रमाणित",0
"असत्यापित,अप्रमाणित,अनुपपन्न,अपरीक्षित",-1
"अनधिकारी,स्वत्वहीन",0
"समयानुसार,यथासमय,ससमय",0
"छानना,छनाई_करना",0
"दमकल,अग्नि_शामक_गाड़ी",-1
"आरंभिक,प्राथमिक,प्रारंभिक,शुरूआती,पूर्व,शुरूवाती,आरम्भिक,प्रारम्भिक",1
"कँटिया,बंसी,वडिश,बलिश,कंटिया,काँटा,कांटा",0
बंसी,0
"पंजा,पंजी",0
"फलालीन,फलालेन,फलालैन",0
व्युत्क्रमण,0
बहना,0
"चक्की,आटा_चक्की,मिल",0
"बाँसुरी,बंसी,बेनु,वेणु,मुरली,मुरलिया,वंशी,वंश",0
"पत्र,पन्नी,पनी,पर्णी,परनी",1
"पद_परिधान,पद_आच्छाद,पदावरण",0
"काँटा,कांटा",0
"भूतपूर्व,पूर्व",0
"फव्वारा,फौवारा,फ़ौवारा,फुहारा,फ़व्वारा",-1
"फाउंटेन_पेन,स्रोतलेखनी",0
"चौका,चौकी",0
"चारपहिया,चौपहिया,चरपहिया,चारपहिया_गाड़ी,चौपहिया_गाड़ी,चरपहिया_गाड़ी",1
"मालगाड़ी,माल-गाड़ी",0
फुचड़ा,0
"अग्रभाग,अग्र_भाग,अगला_भाग,अगाड़ी,आगा,अगाड़ू,अगारी",0
"कुप्पी,कूपी",0
"दर्शक_दीर्घा,दीर्घा",0
"खेल_उपस्कर,क्रीड़ा-साधन,खेल_सामान",1
चुटकी,-1
"गराज,गैरेज",0
"बगीचा,बग़ीचा,बाग,वाटिका,बगिया,उद्यान,बारी,उपवन,अपवन,बाग़,पार्क",0
"सैन्य-दुर्ग,सैन्यदुर्ग,सैन्य_दुर्ग",0
"तरंग,लहर",0
"प्रवेश_द्वार,प्रवेश_मार्ग,प्रवेश-द्वार,प्रवेश-मार्ग,प्रवेशद्वार",0
"गेयर,गियर",0
घाट,0
ग्लोब,0
"फेंटाई,फेंट",0
"उद्देश्य,मंसा,मंशा,नियत,मकसद,आशय,मतलब,कारण,ध्येय,हेतु,प्रयोजन,अभिप्राय,ईप्सा,निमित्त,लक्ष्य,साध्य,मिशन",-1
"हिलाना,डुलाना,विलोड़न",0
"धूप_का_चश्मा,गागल्स",-1
"स्वर्ण_खान,स्वर्णखान,चमीकर,स्वर्णाकर",0
ग्रामोफोन,0
"कद्दुकस,कद्दुकश,घिसनी,किसनी,कीसनी",-1
पहुँच,0
बारूद_गोला,0
"किराना,परचून",0
"अतिथि-गृह,अतिथि-भवन,अतिथि-शाला,अतिथिशाला,मेहमान-ख़ाना,अतिथिगृह",0
"अतिथि_कक्ष,मेहमान_ख़ाना,गैस्टरूम",0
मोड़,0
गिटार,0
"ट्रिगर,घोड़ा,लिबलिबी",0
कली,1
"व्यायामशाला,व्यायाम_शाला",0
"गलियारा,खोर",0
"गलियारा,खोर",0
"आघात,चोट,वार,प्रहार,घात,व्याघात,विघात,अभिघात",-1
"पिटारा,पेटारा,पिटक",0
"भुजा,हाथ,बाज़ू,हस्त,बाँह,कर,बाहु,बाजू",1
"हथकरघा,हैंडलूम",0
"चाँपाकल,हैंडपंप,हैण्डपम्प,नल",1
"हस्तोपकरण,हस्त_उपकरण",0
"हस्त_परिधान,हैंडवीयर,हस्तावरण",1
"लच्छी,अंटी,गुच्छी,अट्टी,आँटी,कुकड़ी",0
"स्वीकृत,मान्य,मक़बूल,मंज़ूरशुदा",1
"दंडित,दण्डित,सज़ायाफ़ता,सजायाफ्ता",-1
"अदंडित,अदंड,अदण्डित,अदण्ड",-1
"कुमारी,कुँआरी,कुमारिका,कुँवारी,क्वाँरी,कुंवारी,कँवारी",-1
"कुमारी,कुँआरी,कुमारिका,कुँवारी,क्वाँरी,कुंवारी,कँवारी",-1
प्रदूषित,-1
अग्रसर,0
"उत्तीर्ण,पास",0
"प्रशिक्षित,सधा_हुआ",0
"अप्रशिक्षित,अनसिखा",0
"बीन,बीन_बाजा",0
"हेंगा,पाटा,सोहागा,पटेला,पटरा,मदि",0
"कुंडा,कुंडी",0
"फलका-मुख,विपाटद्वार",0
सिरहाना,0
"घूँघट,घूंघट",0
"छँटनी,छँटाई",0
एड़ी,-1
नाविक,0
"शिरस्त्राण,खोद,शिरस्त्र,शिरत्राण",-1
"आश्रम,कुटिया",0
हेरोइन,-1
"गगनचुंबी_भवन,अट्टालिका,गगनचुंबी_इमारत,गगनस्पर्शी",0
"हॉकी,हाकी",0
"खपत,इस्तेमाल,इस्तमाल,उपभोग,उपयोग,प्रयोग,ख़र्च,खर्च,खरच,खर्चा,खरचा,दोहन",-1
"अँकुसी,अँकड़ी,अँकसी,आँकड़ा,लकसी,अँकुड़ा,अंकुसी,अँअड़ी,अंकसी,आंकड़ा,अंकुड़ा,हुक,कँटिया,कंटिया",0
"अल्बानियाई,अल्बानियाई_भाषा",0
दबोच,0
"जन्मकुंडली,कुंडली,जन्मपत्र,जन्मपत्री,जन्मपत्रिका,टिप्पन,टिपन",1
"घोड़ा-गाड़ी,घोड़ा_गाड़ी,घोड़ागाड़ी,अश्वयान,अश्व-यान,अश्व_यान",0
होटल,0
संघनन,0
"घर,गृह,मकान,सदन,शाला,आलय,धाम,निकेतन,निलय,वास्तु,पण",0
"गृह-नौका,वास-नौका,हाउसवोट",0
"अड्डा,गढ़,केंद्र",0
"प्रतिमा,विग्रह",0
संकेतक,0
"संघटक,घटक",0
"औजार,औज़ार,उपकरण,करण,साधन,हथियार,औंजार",-1
"इंटरनेट,नेट,महाजाल",0
"मादक_पदार्थ,नशा,नशीला_पदार्थ,मादक_द्रव्य",1
"इस्तरी,प्रेस,इस्तिरी",0
"लोहा,लोह,लौह,आयस,आहन",0
"दगना,दग़ना,आयरन",0
"गुलाम,ग़ुलाम",0
"जैकेट,जाकिट,जाकेट,जॉकेट",-1
"मर्तबान,जार,अमृतबान,मर्तवान,मरतबान,बुयाम",0
जीप,1
जर्सी,0
"आभूषण,गहना,ज़ेवर,जेवर,भूषण,विभूषण,अलंकार,आभरण,अभरन,अभूखन",1
"रिक्शा,नरयान",0
"वृद्धि,बढ़ती,बढ़ोतरी,बढ़त,प्रवर्धन,प्रवर्द्धन,चढ़ाव,इज़ाफ़ा,इजाफा,अभिवृद्धि",0
"जोड़,संधि,सन्धि",0
"जुड़ाई,जोड़ाई",0
केलाइडोस्कोप,0
"की,पेंट,पेन्ट",0
"कुंजीपटल,कुंजी-पटल,कुंजी_पटल,कीबोर्ड,की-बोर्ड",0
"कुंजी_खाँचा,चाबी_खाँचा,चाबी_छेद,कुंजी_छिद्र",0
"आवाँ,आँवाँ,आँवा",0
"राज्य,रियासत,रजवाड़ा,सल्तनत,सलतनत",0
"राज्य,रियासत,रजवाड़ा,सल्तनत,सलतनत",0
"राज्य,रियासत,रजवाड़ा,सल्तनत,सलतनत",0
"रसोई_घर,रसोईघर,रसोई,रसोई_कक्ष,चौका,रसोईगृह,पाकशाला,बावरची_ख़ाना,भोजनालय,भोजनगृह,पाकागार",0
"रसोई_साधन,रसोई_उपकरण",0
"चील,चिल्ल,चिल्होर",0
धार,1
धार,1
सलाई,0
आगुआ,0
"गाँठ,गिरह,ग्रंथि,ग्रन्थि,गंडा,गुढ़ी,गण्डा",-1
"काजल,कजरा,कजला,दीपकसुत,दीपध्वज",0
"कुरता,कुर्ता",0
"लेस,लैस",-1
"कलछा,कलछुल,करछल,करछुल",0
"दीपक,चिराग़,दीया,दीप,दिया,चिराग,बत्ती,प्रदीप",0
नश्तर,1
"तनाव,टेंशन,टेन्शन",-1
"लालटेन,ललटेन",0
"लैपटॉप,लैपटाप,लैपटॉप_कम्प्यूटर",0
"महँगाई,महँगी,महँगापन,तेजी,तेज़ी",1
"ख़राद,खराद,कुंद,लेथ,लेथ_मशीन,ख़राद_मशीन,खराद_मशीन,कुन्द",0
"डंडा,दंड,लाठी,सोंटा,डंड,बल्लम,चोब,डण्डा,डण्ड",0
"प्रक्षेपण,विक्षेप,विक्षेपण",-1
प्रसारण,0
"निरुद्विग्न,अविकल,अव्याकुल,प्रशांत,शांत,निभृत,अनाकुल,अव्यग्र,शान्त,प्रशान्त",1
"अंधविश्वासी,अन्धविश्वासी,अंध-विश्वासी,अन्ध-विश्वासी",1
"ख़ानदानी,खानदानी,कुलीय,वंशीय",0
अंतर्जातीय,0
"पत्तीदार,पर्णी,पल्लवित",0
सायबान,0
"क़ानूनी,कानूनी,विधिक",1
"क़ानूनी,कानूनी,विधिक",1
"बढ़ाना,लंबा_करना,लम्बा_करना",1
"लेंस,लेन्स,वीक्ष,लैंस,लैन्स",1
"पुस्तकालय,ग्रंथालय,ग्रंथागार,पुस्तकागार,लाइब्रेरी",1
"नंबरप्लेट,अंकफलक,नम्बरप्लेट,नंबर-प्लेट,नम्बर-प्लेट,अंक-फलक",1
"ढक्कन,ढकना,ढँकना,ढकनी,पिधान,पिहान",-1
"सन,लिनेन,सन_का_कपड़ा",1
लाली,-1
"बोझ,भार",-1
"फुलपैंट,फ़ुलपैंट,फुलपैन्ट,फ़ुलपैन्ट",0
"करघा,खड्डी,कर्घा,अड्डा",-1
लारी,0
लोटा,0
"यंत्र,कल,मशीन",0
"यंत्रशाला,यंत्रगृह,यंत्रालय",0
"समावेश,संयोजन,समावेशन",0
सुरंग,0
सुरंग,0
"डाकगाड़ी,मेल",0
"प्रबल,प्रचंड,प्रचण्ड,उत्कट,उग्र,तेज़,तेज,कड़ा,हेकड़",1
"नाँद,अथरा,नाद,नांद,खोर",0
"हाल,हॉल,महाकक्ष",0
"मानचित्र,नक्शा,नक़्शा,नकशा,नक्सा",0
"कंचा,गोली,गोलक,अंटा",0
"कंचा,गोली,गोलक,अंटा",0
"चिन्हित्र,अंकित्र,मार्कर",0
"मुखौटा,चेहरा",0
"दीयासलाई,दीया-सलाई,दियासलाई,दिया-सलाई,तीली,माचिस_तीली",1
फावड़ा,0
"गद्दा,गदेला",0
"मकबरा,मक़बरा",0
"साधन,माध्यम,जरिया,ज़रिया,माध्य",1
"यंत्रविन्यास,यंत्र-विन्यास,यंत्र-संरचना,यंत्र-रचना,मैकनिज्म,मेकनिज्म",0
"तड़कना,तड़क",0
"शवदाह,शव-दाह,दाह_संस्कार,दाह-संस्कार,दाहक्रिया,दाहकर्म,दाह-क्रिया,दाह-कर्म,दाह,अग्निकर्म,अग्नि-कर्म,अग्निदाह,अग्नि-दाह,चिताकर्म,चिता-कर्म,अंतक्रिया,अंत-क्रिया",0
"सूक्ष्मदर्शी,सूक्ष्मदर्शक_यंत्र,सूक्ष्मदर्शक_यन्त्र,माइक्रोस्कोप,सूक्ष्मदर्शी_यंत्र,सूक्ष्मदर्शी_यन्त्र,खुर्दबीन,अणुवीक्षण_यंत्र",0
"चक्की,जाँता,जाँत,जांता,जांत",-1
"सुरंग,माइन",0
"सुरंग,माइन",0
मंत्रालय,0
"टकसाल,टकसार,टंकशाला",0
"दर्पण,शीशा,आइना,आईना,आरसी,आरस,दरपन,अदर्श",1
"मिक्सर,मिक्सी,मिश्रण_यंत्र",0
"खाई,परिखा,मोरचा,परिखात",0
किनारी,0
मोपेड,-1
"खरल,खल,खल्ल",0
"मोजेक,मोजैक,मोज़ेक,मोज़ैक",0
"मसहरी,मोसहरी,मच्छरदानी,मशकहरी,चतुष्की",0
मोटल,0
मोटर,1
"मोटरसाइकिल,मोटर_साइकिल,मोटर-सायकल,मोटर-सायकिल,मोटरसायकल,मोटरसायकिल,मोटर_बाइक,बाइक,मोबाइक,फटफटी,फटफटिया",0
स्कूटर,0
"मोटर_गाड़ी,मोटरगाड़ी,मोटर,मोटर_यान",1
"माऊस,माउस,संगणक-मूषक",-1
"चूहेदानी,चूहेदान,चूहादान",0
"मफ़लर,मफलर,गुलूबंद,गलबंदनी",0
मग,0
"संग्रहालय,अजायबघर,अजायब-घर,अजायबख़ाना,अजायबखाना,अजायब-ख़ाना,अजायब-खाना,म्यूज़ियम,म्युजियम",0
"वाद्ययंत्र,वाद्य_यंत्र,बाजा,वाद्य,साज़,साज,वादित्र",1
"मलमल,अंशुक",0
"चुपचाप,चुप,मौन,ख़ामोशी_से,खामोशी_से,निश्शब्द,बिन_बोले,मौनतः",0
"छींका,मोहरा,मुसका,जाबा",1
"काँटा,कांटा",0
"आरंभिक,प्राथमिक,प्रारंभिक,शुरूआती,पूर्व,शुरूवाती,आरम्भिक,प्रारम्भिक",1
पृथक्करण,0
तैयार,1
ऐतिहासिक,0
निरपवाद,-1
"सुगम्य,सुगम",1
"पारस्परिक,आपसी",0
"माला,हार,मालिका",0
"माला,हार,मालिका",0
"टाई,कंठबंध,गलबंध,कंठ_बंध",0
"सूई,सुई",0
"जाल,पाश",0
"जाल,पाश",0
"जाल,पाश",0
जाल,-1
"निब,जीभ,जीभी",0
"शल्य-चिकित्सा_कक्ष,आपरेशन_कक्ष,चीरफाड़_कक्ष,शल्यचिकित्सा_कक्ष,शल्यचिकित्सा-कक्ष",1
"अफ़ीम,अफीम,अहिफेन,अफ्यून,अफू,अफेन,अफेल,हाफु",0
"उपार्जन,अर्जन",0
"छज्जा,बारजा,अलिंद,अलिन्द",0
"बैल_गाड़ी,बैलगाड़ी,बैला_गाड़ी,छकड़ा,छकड़ा_गाड़ी,वृषभ_यान,कृत्तिका",0
"पुड़िया,पुटी",0
"सूआ,सूजा",0
"तूलिका,तूलि,तीली,कूँची,कूची,ब्रश,क़लम,कलम,अक्षरतूलिका",-1
"राजमहल,महल,प्रासाद,राजप्रासाद,राजभवन",0
"राजमहल,महल,प्रासाद,राजप्रासाद,राजभवन",0
"राजमहल,महल,प्रासाद,राजप्रासाद,राजभवन",0
"थापी,थापिया",0
"भयभीत,डरा_हुआ,डरा,कातर,आतंकित,ख़ौफ़ज़द,भयग्रस्त,भयान्वित,भीत,अपत्रस्त,दहशतज़दा,दहशतजदा",-1
"कलगी,कँगूरा,कंगूरा",0
"कागज-दाब,काग़ज़-दाब,पत्रवारक,पेपरवेट,कागज_दाब,काग़ज़_दाब",0
"चितकबरा,चित्तीदार,चितला,चीतल,कलमास,शार",0
"मार्ग,रास्ता",0
"पगडंडी,खुरहर",0
"प्यादा,पैदल,सिपाही",0
रिक्शा,0
"दँवरी,दौंरी,मँड़ाई",0
"वेध्य,भेद्य,वेधनीय,भेदनीय",1
"वेध्य,भेद्य,वेधनीय,भेदनीय",1
"पेंसिल,पेन्सिल",0
कलमतराश,0
"पंचभुज,पञ्चभुज",0
चक्कस,0
"प्रसव,जनन,प्रसूति,प्रसव_क्रिया",0
पियानो,-1
द्रव_निकास,0
"नोक,नोंक,अणी,अनी",-1
"तकिया,बालिश,बालिस,गेंदुआ,ढासना,कशिपु",0
"सँड़सी,सड़सी,जँबूरी",1
"शूकधानी,पिनकुशन",0
"कँगूरा,कंगूरा",0
सूच्यग्र,1
"नलिका,नली,चोंगा,पोंगा,चोंगी,पोंगी",0
चिलम,0
"पिस्टन,पिसटन",0
"पिस्टन_राड,पिस्टन_रॉड,पिस्टन_छड़,पिस्टन_दंड",0
"अखैनी,जेली,पाँचा",0
प्लेट,0
"मचान,मैरा,पाढ़",0
"खेल_मैदान,क्रीड़ास्थल,खेलमैदान,क्रिड़ांगन,प्रांगण",0
"चुनट,चुनन,चुनत,चुन्नट,चुन्नत,चुन्नन",1
"हल,लांगल,सीर,कुंतल,कुन्तल,गाकील",0
"फाल,हल_का_फल",0
"साहुल,अधोलंब,अधोलम्ब,सौल,सौला",0
"बिकाऊ,विक्रेय,बिकनेवाला,विक्रयार्थ,पण्य",0
"उपचारित,चिकित्सित",0
"अनुपचारित,अचिकित्सित",-1
"अनुपलब्ध,अप्राप्य,अलभ्य,अनधिगम्य,अनमिलता,अप्राप्त",-1
"पंजीकृत,पंजीबद्ध,दर्ज़,दर्ज,रिकार्ड,रेकार्ड",0
"अनियमित,नियमरहित,बेकायदा,बेक़ायदा",-1
"हड़पना,कब्ज़ा_करना,हथियाना,गटकना,पचाना,पचा_लेना,हज़म_करना,हजम_करना,हज्म_करना,खाना,डकारना",0
"खूँटा,किल्ला,खूंटा,मेख",-1
"कुंड,कुण्ड",0
बरसाती,-1
"बहाली,पुनर्नियुक्ति",1
"पतीली,देगची,गंजी",0
गमला:1,0
"काया-कल्प,कायाकल्प,काया_कल्प",1
"कुम्हारी,कुंभकारी,कुम्भकारी,कुलाली,कुंभारी,कुम्भारी,कुम्हारगिरी",0
"बिजली-करघा,बिजली_करघा,पावरलूम",0
"मुद्रणयंत्र,मुद्रणयन्त्र,मुद्रण-यंत्र,मुद्रण-यन्त्र,मुद्रण_यंत्र,मुद्रण_यन्त्र",0
"भराई,भरवाई,भराव",0
"छाप,छापा,छप्पा",0
"छाप,छापा,छप्पा",0
"जेल,जेलख़ाना,कारागार,बंदी_गृह,क़ैदख़ाना,कैदखाना,कारावास,हवालात",-1
अस्त्र,-1
"प्रोजेक्टर,प्रक्षेपक",0
"काँटा,कांटा",0
सटीक,0
जलना,0
"लौकी,घीया,कद्दू",0
पंच,0
"कठपुतली,दारुका,काष्ठ_पुत्तलिका",0
"रानी,राज्ञी",0
कुनैन,0
"तरकश,तरकस,तूणीर,भाथा,चोंगा,निषंग,तूण",0
"कोलाहल,शोरग़ुल,शोरगुल,शोरशराबा,शोर-शराबा,हल्लागुल्ला,हल्ला-गुल्ला,शोर,हंगामा,हल्ला,खलबल,खल-बल,चिल्लमचिल्ला,सोर,चिल्लपों,चिल्लपौं",-1
आकाशवाणी,1
"बेड़ा,तिरना,तरापा",0
"डंडा,डंड,डण्डा,डण्ड",0
"पटरी-शीर्ष,पटरी_शीर्ष,पटरी_पर्यन्त,रेलहेड",0
"पटरी-शीर्ष,पटरी_शीर्ष,पटरी_पर्यन्त,रेलहेड",0
"रेलवे_जंक्शन,जंक्शन,रेल_मार्ग_संयोग,रेलवे_जंकशन,जंकशन",0
बरसाती_कोट,0
"भेड़ा,मेष,मेढ़ा,अवि,अविक,गड्डर",1
"गतिविधि,क्रिया_कलाप,हरकत,कार्य_कलाप",0
"अविवेकी,नासमझ,विवेकहीन,अबोध,अजान,अजानी,बेसमझ,अनसमझा,अनसमझ,अबधू,अबुध,अबुझ",-1
वाचनालय,0
"रिकार्डर,रेकार्डर",0
रील,0
"नियामक,विधायक",0
"लगाम,बागडोर,रास,बाग,वल्गा,प्रासेव",0
"रिमोट,रिमोट_कंट्रोल,दूर-नियामक,दूर-नियंता,दूर-नियन्ता,दूर-नियंत्रक,दूर-नियन्त्रक",1
समाधि,0
"हौज़,हौज,हौद,दह",0
निवास,0
"विश्राम_स्थल,आरामगाह,विश्रान्ति-गृह",0
"फीता,रिबन",-1
"आरोही,सवार",0
"राइफल,राईफल",0
"नेमि,रिम",0
"छल्ला,कड़ा,वलय",-1
"मार्ग,रास्ता,डगर,पथ,बाट,राह,पंथ,सड़क,अध्व,सबील",0
"सड़क,रोड,पक्की_सड़क,सड़क_मार्ग",0
"सरिया,छड़ी,सलाख़,सलाख़ा,सलाई,शलाका",0
"बेलन,बेलना",0
बेलन,0
"बेलन,बेलना",0
"छवाई,छाजन",0
"कमरा,कक्ष,घर",1
अड्डा,0
अड्डा,0
"गुलाबजल,गुलाब-जल,आबगुल,गुलाब_जल",1
"चरखी,चकरी,चक्री",0
"खंडहर,खण्डहर,खँडहर,ध्वंसावशेष,भग्नावशेष,खंडर,खण्डर",-1
"हवाई_पट्टी,उड्डयन_पट्टी,रनवे,विमान_पट्टी,हवाईपट्टी,उड्डयनपट्टी,विमानपट्टी",0
"गेरुआ_वस्त्र,गैरिक_वस्त्र,जोगिया_वस्त्र,गेरुआ_कपड़ा,गैरिक_कपड़ा,जोगिया_कपड़ा",0
दास_प्रथा,0
"सैडल_हार्स,राइडिंग_हार्स,माउंट,माउन्ट,सवारी_घोड़ा,आरोहण_अश्व",0
"खुरजी,गाछी,परतल",0
"सकुशल,कुशलतापूर्वक,कुशलपूर्वक,सही_सलामत,सही-सलामत,बख़ैर,बखैर,बख़ैरीय,बखैरीयत,सुरक्षिततः",1
निवेदित,0
"असंबंधित,असंबद्ध,संबंधरहित,अटपट,अटपटा,अनन्वित,अप्रसंग,असम्बन्धित,असम्बद्ध,सम्बन्धरहित,अबद्ध",-1
"संबंधित,संबद्ध,सम्बन्धित",0
"संलग्न,संबद्ध,अनुलग्न,अनुविद्ध,अनुसंबद्ध,अनुसम्बद्ध,अभिलीन",0
"अग्राह्य,अग्रह्य,अग्रहणीय",-1
"असंबंधित,असंबद्ध,संबंधरहित,अटपट,अटपटा,अनन्वित,अप्रसंग,असम्बन्धित,असम्बद्ध,सम्बन्धरहित,अबद्ध",-1
"प्रासंगिक,प्रसंग-संबंधी",0
लागू,1
"निद्रामग्न,सोया,सोता,सोता_हुआ,निद्रित,निद्रागत,सुप्त",0
"जागरूक,चैतन्य",1
"तश्तरी,रकाबी,रिकाबी,तशतरी",1
समोवार,0
"चंदन,गंधराज,मलयज,संदल,महागंध",0
"साटन,पीलाम",-1
"चुन्नी,चुनी",0
"पाइट,पाड़",0
"बस्ता,स्कूल_बैग",0
"कैंची,कतरनी,कर्तनी",0
"दुर्व्यवहार,दुराचार,कुव्यवहार,बदसलूकी,अनाचार,दुराचरण,अनाचरण,कदाचार,कुचाल,अपचाल,दुष्टाचरण,अपकरण,अपचार",-1
"अंक_तालिका,अंकतालिका,अंक-तालिका",0
"खुरुचनी,खुरचनी,खुरचन",0
"खुरुचनी,खुरचनी",0
"स्क्रू,पेंच,पेच,कुल्फ़ी,कुल्फी,कुलफ़ी,कुलफी",-1
"पेचकश,पेचकस",1
